setname	parent	year	source_file
ertictaca	ertictac	1990	src/mame/acorn/ertictac.cpp
ertictacb	ertictac	1990	src/mame/acorn/ertictac.cpp
poizone	0	1991	src/mame/acorn/ertictac.cpp
ssfindo	0	1999	src/mame/acorn/ssfindo.cpp
ppcar	0	1999	src/mame/acorn/ssfindo.cpp
tetfight	0	2001	src/mame/acorn/ssfindo.cpp
aristmk5	0	1995	src/mame/acorn/aristmk5.cpp
adonisu	adonis	2001	src/mame/acorn/aristmk5.cpp
bparty	aristmk5	2000	src/mame/acorn/aristmk5.cpp
bpartyb	bparty	2000	src/mame/acorn/aristmk5.cpp
baddog	aristmk5	1996	src/mame/acorn/aristmk5.cpp
blackpntu	blackpnt	1999	src/mame/acorn/aristmk5.cpp
bootsctnu	bootsctn	2001	src/mame/acorn/aristmk5.cpp
bootsctnua	bootsctn	2001	src/mame/acorn/aristmk5.cpp
bootsctnub	bootsctn	1999	src/mame/acorn/aristmk5.cpp
bootsctnuc	bootsctn	1999	src/mame/acorn/aristmk5.cpp
bootsctnud	bootsctn	1999	src/mame/acorn/aristmk5.cpp
buttdeli	aristmk5	1995	src/mame/acorn/aristmk5.cpp
cashcatnz	cashcat	1999	src/mame/acorn/aristmk5.cpp
cashcham	aristmk5	1997	src/mame/acorn/aristmk5.cpp
cashchamnz	cashcham	1998	src/mame/acorn/aristmk5.cpp
cashchamu	cashcham	1996	src/mame/acorn/aristmk5.cpp
chickna5	aristmk5	1996	src/mame/acorn/aristmk5.cpp
cuckoou	cuckoo	2000	src/mame/acorn/aristmk5.cpp
dstbloom	aristmk5	1995	src/mame/acorn/aristmk5.cpp
dstblooma	dstbloom	1995	src/mame/acorn/aristmk5.cpp
dmdfever	aristmk5	1996	src/mame/acorn/aristmk5.cpp
dolphntra	dolphntr	1997	src/mame/acorn/aristmk5.cpp
dolphntrb	dolphntr	1996	src/mame/acorn/aristmk5.cpp
dolphntru	dolphntr	1996	src/mame/acorn/aristmk5.cpp
dolphntrua	dolphntr	1996	src/mame/acorn/aristmk5.cpp
dolphntrce	dolphntr	1999	src/mame/acorn/aristmk5.cpp
dolphntrcea	dolphntr	1999	src/mame/acorn/aristmk5.cpp
dolphntrceb	dolphntr	1999	src/mame/acorn/aristmk5.cpp
drgneye	aristmk5	1997	src/mame/acorn/aristmk5.cpp
eforsta5	aristmk5	1995	src/mame/acorn/aristmk5.cpp
eforstce	eforsta5	2000	src/mame/acorn/aristmk5.cpp
gamblra5	aristmk5	1998	src/mame/acorn/aristmk5.cpp
geishanz	geisha	2001	src/mame/acorn/aristmk5.cpp
glizrdce	kgalah	2001	src/mame/acorn/aristmk5.cpp
goldpyru	qnile	1997	src/mame/acorn/aristmk5.cpp
goldpyrua	qnile	1997	src/mame/acorn/aristmk5.cpp
honktonk	aristmk5	2001	src/mame/acorn/aristmk5.cpp
incasunnz	incasun	2000	src/mame/acorn/aristmk5.cpp
incasunu	incasun	2000	src/mame/acorn/aristmk5.cpp
incasunua	incasun	2000	src/mame/acorn/aristmk5.cpp
jumpbean	aristmk5	1996	src/mame/acorn/aristmk5.cpp
jumpjoey	aristmk5	1996	src/mame/acorn/aristmk5.cpp
kgalaha	kgalah	1995	src/mame/acorn/aristmk5.cpp
kgalahce	kgalah	2001	src/mame/acorn/aristmk5.cpp
kgbirda5	aristmk5	1994	src/mame/acorn/aristmk5.cpp
kingsran	aristmk5	2004	src/mame/acorn/aristmk5.cpp
koalamnt	aristmk5	2001	src/mame/acorn/aristmk5.cpp
kyhaton	bparty	2000	src/mame/acorn/aristmk5.cpp
locoloot	aristmk5	1998	src/mame/acorn/aristmk5.cpp
locoloota	locoloot	1997	src/mame/acorn/aristmk5.cpp
locolootnz	locoloot	1998	src/mame/acorn/aristmk5.cpp
locolootu	locoloot	2001	src/mame/acorn/aristmk5.cpp
lonewolf	aristmk5	1997	src/mame/acorn/aristmk5.cpp
luckyclo	aristmk5	1995	src/mame/acorn/aristmk5.cpp
magimask	aristmk5	2000	src/mame/acorn/aristmk5.cpp
magimaska	magimask	2000	src/mame/acorn/aristmk5.cpp
magimaskb	magimask	2000	src/mame/acorn/aristmk5.cpp
magimaskc	magimask	2000	src/mame/acorn/aristmk5.cpp
mammothm	aristmk5	1997	src/mame/acorn/aristmk5.cpp
marmagicu	marmagic	2000	src/mame/acorn/aristmk5.cpp
marmagicua	marmagic	2000	src/mame/acorn/aristmk5.cpp
minemine	aristmk5	1996	src/mame/acorn/aristmk5.cpp
montree	aristmk5	2001	src/mame/acorn/aristmk5.cpp
mountmon	aristmk5	1996	src/mame/acorn/aristmk5.cpp
mountmona	mountmon	1996	src/mame/acorn/aristmk5.cpp
mountmonua	mountmon	2001	src/mame/acorn/aristmk5.cpp
mystgard	aristmk5	1996	src/mame/acorn/aristmk5.cpp
one4all	aristmk5	2001	src/mame/acorn/aristmk5.cpp
orchidmsnz	orchidms	2000	src/mame/acorn/aristmk5.cpp
oscara5a	oscara5	1996	src/mame/acorn/aristmk5.cpp
partygrs	aristmk5	2001	src/mame/acorn/aristmk5.cpp
partygrsa	partygrs	2001	src/mame/acorn/aristmk5.cpp
pengpaya	pengpay	1996	src/mame/acorn/aristmk5.cpp
pengpayc	pengpay	1995	src/mame/acorn/aristmk5.cpp
pengpayce	pengpay	2001	src/mame/acorn/aristmk5.cpp
pengpaycea	pengpay	2001	src/mame/acorn/aristmk5.cpp
pengpuck	pengpay	2001	src/mame/acorn/aristmk5.cpp
pengpaydx	aristmk5	2000	src/mame/acorn/aristmk5.cpp
phantpay	aristmk5	1995	src/mame/acorn/aristmk5.cpp
przfight	aristmk5	1996	src/mame/acorn/aristmk5.cpp
qnileb	qnile	1997	src/mame/acorn/aristmk5.cpp
qnilebr	qnile	2002	src/mame/acorn/aristmk5.cpp
qnilenl	qnile	2000	src/mame/acorn/aristmk5.cpp
qnilenz	qnile	1998	src/mame/acorn/aristmk5.cpp
qnileu	qnile	1997	src/mame/acorn/aristmk5.cpp
qnileua	qnile	1997	src/mame/acorn/aristmk5.cpp
qnilece	qnile	2001	src/mame/acorn/aristmk5.cpp
qnilecea	qnile	2001	src/mame/acorn/aristmk5.cpp
qnileceb	qnile	2001	src/mame/acorn/aristmk5.cpp
qtbird	aristmk5	1994	src/mame/acorn/aristmk5.cpp
reelpwr	aristmk5	1998	src/mame/acorn/aristmk5.cpp
retrsama	retrsam	1997	src/mame/acorn/aristmk5.cpp
retrsamb	retrsam	1997	src/mame/acorn/aristmk5.cpp
rushrst	chickna5	1997	src/mame/acorn/aristmk5.cpp
sldeluxe	aristmk5	2001	src/mame/acorn/aristmk5.cpp
snowcat	aristmk5	1996	src/mame/acorn/aristmk5.cpp
swhr2a	swhr2	1995	src/mame/acorn/aristmk5.cpp
thor	aristmk5	1996	src/mame/acorn/aristmk5.cpp
thndh	aristmk5	1996	src/mame/acorn/aristmk5.cpp
thndha	thndh	1996	src/mame/acorn/aristmk5.cpp
topbana	aristmk5	1997	src/mame/acorn/aristmk5.cpp
toutangonl	toutango	1999	src/mame/acorn/aristmk5.cpp
trpdlght	aristmk5	1996	src/mame/acorn/aristmk5.cpp
unicorndnz	unicornd	2000	src/mame/acorn/aristmk5.cpp
unicorndu	unicornd	2001	src/mame/acorn/aristmk5.cpp
wafrica	aristmk5	2001	src/mame/acorn/aristmk5.cpp
wamazona	wamazon	1996	src/mame/acorn/aristmk5.cpp
wldangel	aristmk5	1996	src/mame/acorn/aristmk5.cpp
wildbill	aristmk5	1996	src/mame/acorn/aristmk5.cpp
wcougar	aristmk5	1996	src/mame/acorn/aristmk5.cpp
wcougaru	wcougar	1997	src/mame/acorn/aristmk5.cpp
adonis	aristmk5	1999	src/mame/acorn/aristmk5.cpp
adonisa	adonis	1999	src/mame/acorn/aristmk5.cpp
adonisce	adonis	1999	src/mame/acorn/aristmk5.cpp
alchemst	aristmk5	2002	src/mame/acorn/aristmk5.cpp
bootsctn	aristmk5	1998	src/mame/acorn/aristmk5.cpp
bumblbug	aristmk5	1996	src/mame/acorn/aristmk5.cpp
cashcat	aristmk5	1998	src/mame/acorn/aristmk5.cpp
cashcata	cashcat	1997	src/mame/acorn/aristmk5.cpp
cashchama	cashcham	1998	src/mame/acorn/aristmk5.cpp
cashcra5	aristmk5	1997	src/mame/acorn/aristmk5.cpp
chariotc	aristmk5	1999	src/mame/acorn/aristmk5.cpp
chariotcpe	chariotc	1998	src/mame/acorn/aristmk5.cpp
checkma5	aristmk5	2001	src/mame/acorn/aristmk5.cpp
coralrc2	aristmk5	1998	src/mame/acorn/aristmk5.cpp
cuckoo	aristmk5	1998	src/mame/acorn/aristmk5.cpp
diamdove	aristmk5	1999	src/mame/acorn/aristmk5.cpp
dimtouch	aristmk5	1998	src/mame/acorn/aristmk5.cpp
dolphntr	aristmk5	1997	src/mame/acorn/aristmk5.cpp
dreamwv	aristmk5	1997	src/mame/acorn/aristmk5.cpp
dynajack	aristmk5	2001	src/mame/acorn/aristmk5.cpp
eldorda5	aristmk5	1998	src/mame/acorn/aristmk5.cpp
fastfort	aristmk5	1998	src/mame/acorn/aristmk5.cpp
fortellr	aristmk5	2000	src/mame/acorn/aristmk5.cpp
genmagi	aristmk5	1999	src/mame/acorn/aristmk5.cpp
geisha	aristmk5	2001	src/mame/acorn/aristmk5.cpp
gnomeatw	aristmk5	1998	src/mame/acorn/aristmk5.cpp
goldenra	aristmk5	2001	src/mame/acorn/aristmk5.cpp
honeypot	aristmk5	2000	src/mame/acorn/aristmk5.cpp
incasun	aristmk5	1999	src/mame/acorn/aristmk5.cpp
incasunsp	incasun	1999	src/mame/acorn/aristmk5.cpp
incasunv	incasun	1999	src/mame/acorn/aristmk5.cpp
indrema5	aristmk5	2000	src/mame/acorn/aristmk5.cpp
indrema5v	indrema5	1998	src/mame/acorn/aristmk5.cpp
kgalah	aristmk5	1995	src/mame/acorn/aristmk5.cpp
kookabuk	aristmk5	1999	src/mame/acorn/aristmk5.cpp
magtcha5	aristmk5	1997	src/mame/acorn/aristmk5.cpp
magtcha5a	magtcha5	1997	src/mame/acorn/aristmk5.cpp
marmagic	aristmk5	2001	src/mame/acorn/aristmk5.cpp
monmouse	aristmk5	1997	src/mame/acorn/aristmk5.cpp
monmousea	monmouse	1997	src/mame/acorn/aristmk5.cpp
multidrw	aristmk5	2000	src/mame/acorn/aristmk5.cpp
orchidms	aristmk5	1999	src/mame/acorn/aristmk5.cpp
orchidmsa	orchidms	1999	src/mame/acorn/aristmk5.cpp
oscara5	aristmk5	1996	src/mame/acorn/aristmk5.cpp
pantmag	aristmk5	1999	src/mame/acorn/aristmk5.cpp
pantmaga	pantmag	1999	src/mame/acorn/aristmk5.cpp
peaflut	aristmk5	2000	src/mame/acorn/aristmk5.cpp
peafluta	peaflut	2000	src/mame/acorn/aristmk5.cpp
pengpay	aristmk5	1997	src/mame/acorn/aristmk5.cpp
pengpayb	pengpay	1997	src/mame/acorn/aristmk5.cpp
penpir	aristmk5	1998	src/mame/acorn/aristmk5.cpp
penpira	penpir	1998	src/mame/acorn/aristmk5.cpp
petshop	aristmk5	1998	src/mame/acorn/aristmk5.cpp
phantpyc	aristmk5	2000	src/mame/acorn/aristmk5.cpp
qcash	aristmk5	1998	src/mame/acorn/aristmk5.cpp
qnile	aristmk5	2001	src/mame/acorn/aristmk5.cpp
qnilea	qnile	1997	src/mame/acorn/aristmk5.cpp
qnilec	qnile	1997	src/mame/acorn/aristmk5.cpp
qniled	qnile	1999	src/mame/acorn/aristmk5.cpp
qnilepe	qnile	1997	src/mame/acorn/aristmk5.cpp
qnilemax	qnile	1999	src/mame/acorn/aristmk5.cpp
rainwarr	aristmk5	2001	src/mame/acorn/aristmk5.cpp
rainwarrce	rainwarr	2001	src/mame/acorn/aristmk5.cpp
reelrock	aristmk5	1998	src/mame/acorn/aristmk5.cpp
retrsam	aristmk5	1997	src/mame/acorn/aristmk5.cpp
slvrwolf	lonewolf	1998	src/mame/acorn/aristmk5.cpp
sumospin	aristmk5	1997	src/mame/acorn/aristmk5.cpp
sbuk2	aristmk5	1999	src/mame/acorn/aristmk5.cpp
sbuk3	aristmk5	1998	src/mame/acorn/aristmk5.cpp
sbuk3a	sbuk3	1998	src/mame/acorn/aristmk5.cpp
swhr2	aristmk5	1995	src/mame/acorn/aristmk5.cpp
swhr2v	swhr2	1995	src/mame/acorn/aristmk5.cpp
toutango	aristmk5	1998	src/mame/acorn/aristmk5.cpp
trstrove	aristmk5	2000	src/mame/acorn/aristmk5.cpp
tritreat	aristmk5	2002	src/mame/acorn/aristmk5.cpp
trojhors	aristmk5	2001	src/mame/acorn/aristmk5.cpp
unicornd	aristmk5	1999	src/mame/acorn/aristmk5.cpp
unicornda	unicornd	1999	src/mame/acorn/aristmk5.cpp
venicea5	aristmk5	2002	src/mame/acorn/aristmk5.cpp
wamazon	aristmk5	1996	src/mame/acorn/aristmk5.cpp
wamazonv	wamazon	1996	src/mame/acorn/aristmk5.cpp
wikwin	aristmk5	1997	src/mame/acorn/aristmk5.cpp
wizways	aristmk5	1996	src/mame/acorn/aristmk5.cpp
wthing	aristmk5	1999	src/mame/acorn/aristmk5.cpp
wtigerc	aristmk5	1999	src/mame/acorn/aristmk5.cpp
yukongl5	aristmk5	2000	src/mame/acorn/aristmk5.cpp
wnpost	aristmk5	1997	src/mame/acorn/aristmk5.cpp
bumblbugu	bumblbug	1997	src/mame/acorn/aristmk5.cpp
bumblbugua	bumblbug	1997	src/mame/acorn/aristmk5.cpp
bumblbugub	bumblbug	1997	src/mame/acorn/aristmk5.cpp
chickna5u	chickna5	1998	src/mame/acorn/aristmk5.cpp
chickna5ua	chickna5	1998	src/mame/acorn/aristmk5.cpp
chariotcu	chariotc	1998	src/mame/acorn/aristmk5.cpp
eforsta5u	eforsta5	1997	src/mame/acorn/aristmk5.cpp
eforsta5ua	eforsta5	1997	src/mame/acorn/aristmk5.cpp
jumpjoeyu	jumpjoey	1999	src/mame/acorn/aristmk5.cpp
mgarden	eforsta5	1997	src/mame/acorn/aristmk5.cpp
mgardena	eforsta5	1997	src/mame/acorn/aristmk5.cpp
minemineu	minemine	1996	src/mame/acorn/aristmk5.cpp
minemineua	minemine	1996	src/mame/acorn/aristmk5.cpp
minemineub	minemine	1996	src/mame/acorn/aristmk5.cpp
pengpayu	pengpay	1997	src/mame/acorn/aristmk5.cpp
pengpayua	pengpay	1997	src/mame/acorn/aristmk5.cpp
pengpayub	pengpay	1997	src/mame/acorn/aristmk5.cpp
swhr2u	swhr2	1998	src/mame/acorn/aristmk5.cpp
trpdlghtu	trpdlght	1997	src/mame/acorn/aristmk5.cpp
wldangelu	wldangel	1996	src/mame/acorn/aristmk5.cpp
wcougarua	wcougar	1997	src/mame/acorn/aristmk5.cpp
wcougarub	wcougar	1997	src/mame/acorn/aristmk5.cpp
wcougaruc	wcougar	1997	src/mame/acorn/aristmk5.cpp
wcougarud	wcougar	1998	src/mame/acorn/aristmk5.cpp
jungjuic	aristmk5	1996	src/mame/acorn/aristmk5.cpp
penpir2	aristmk5	1998	src/mame/acorn/aristmk5.cpp
bumblbugq	bumblbug	1996	src/mame/acorn/aristmk5.cpp
chickna5q	chickna5	1998	src/mame/acorn/aristmk5.cpp
dolphntrq	dolphntr	2000	src/mame/acorn/aristmk5.cpp
goldpyr	qnile	1998	src/mame/acorn/aristmk5.cpp
indrema5q	indrema5	2000	src/mame/acorn/aristmk5.cpp
locolootq	locoloot	1997	src/mame/acorn/aristmk5.cpp
qnileq	qnile	1999	src/mame/acorn/aristmk5.cpp
qnilefl	qnile	2001	src/mame/acorn/aristmk5.cpp
swhr2q	swhr2	1996	src/mame/acorn/aristmk5.cpp
hrtthrob	swhr2	2006	src/mame/acorn/aristmk5.cpp
blackpnt	aristmk5	1996	src/mame/acorn/aristmk5.cpp
canrose	aristmk5	1996	src/mame/acorn/aristmk5.cpp
diamdest	aristmk5	2000	src/mame/acorn/aristmk5.cpp
fortfvr	aristmk5	2001	src/mame/acorn/aristmk5.cpp
jkrpkra5	aristmk5	2002	src/mame/acorn/aristmk5.cpp
bpartya	bparty	2000	src/mame/acorn/aristmk5.cpp
cashcra5a	cashcra5	1997	src/mame/acorn/aristmk5.cpp
chickna5v	chickna5	1996	src/mame/acorn/aristmk5.cpp
dynajacku	dynajack	2001	src/mame/acorn/aristmk5.cpp
eforstcea	eforsta5	2000	src/mame/acorn/aristmk5.cpp
mountmonce	mountmon	2001	src/mame/acorn/aristmk5.cpp
mountmonu	mountmon	2001	src/mame/acorn/aristmk5.cpp
partygrsb	partygrs	2001	src/mame/acorn/aristmk5.cpp
pengpayd	pengpay	1995	src/mame/acorn/aristmk5.cpp
petshopa	petshop	1998	src/mame/acorn/aristmk5.cpp
reelrockq	reelrock	2000	src/mame/acorn/aristmk5.cpp
sbuk2a	sbuk2	1995	src/mame/acorn/aristmk5.cpp
wcoyote	locoloot	2001	src/mame/acorn/aristmk5.cpp
wthinga	wthing	2000	src/mame/acorn/aristmk5.cpp
fairyl2	0	2004	src/mame/acorn/belatra.cpp
fairyl2a	fairyl2	2004	src/mame/acorn/belatra.cpp
fairyl2b	fairyl2	2004	src/mame/acorn/belatra.cpp
fairyl2bl	fairyl2	2004	src/mame/acorn/belatra.cpp
ldrink	0	2004	src/mame/acorn/belatra.cpp
ldrinka	ldrink	2004	src/mame/acorn/belatra.cpp
merryjn	0	2004	src/mame/acorn/belatra.cpp
unkbel	0	200?	src/mame/acorn/belatra.cpp
onetwo	0	1997	src/mame/dgrm/onetwo.cpp
onetwoe	onetwo	1997	src/mame/dgrm/onetwo.cpp
blackt96	0	1996	src/mame/dgrm/blackt96.cpp
pokechmp	0	1995	src/mame/dgrm/pokechmp.cpp
pokechmpa	pokechmp	1995	src/mame/dgrm/pokechmp.cpp
billlist	pokechmp	1995	src/mame/dgrm/pokechmp.cpp
fstgfish	0	2009	src/mame/cave/fstgfish.cpp
oyks	fstgfish	2009	src/mame/cave/fstgfish.cpp
oygt	0	2009	src/mame/cave/fstgfish.cpp
deathsm2	0	2009	src/mame/cave/cavepc.cpp
mushisam	0	2004	src/mame/cave/cv1k.cpp
mushisama	mushisam	2004	src/mame/cave/cv1k.cpp
mushisamb	mushisam	2004	src/mame/cave/cv1k.cpp
ibara	0	2005	src/mame/cave/cv1k.cpp
ibarao	ibara	2005	src/mame/cave/cv1k.cpp
ibarablk	0	2006	src/mame/cave/cv1k.cpp
ibarablka	ibarablk	2006	src/mame/cave/cv1k.cpp
espgal2	0	2005	src/mame/cave/cv1k.cpp
espgal2a	espgal2	2005	src/mame/cave/cv1k.cpp
espgal2b	espgal2	2005	src/mame/cave/cv1k.cpp
mushitam	0	2005	src/mame/cave/cv1k.cpp
mushitama	mushitam	2005	src/mame/cave/cv1k.cpp
pinkswts	0	2006	src/mame/cave/cv1k.cpp
pinkswtsa	pinkswts	2006	src/mame/cave/cv1k.cpp
pinkswtsb	pinkswts	2006	src/mame/cave/cv1k.cpp
pinkswtsx	pinkswts	2006	src/mame/cave/cv1k.cpp
pinkswtssc	pinkswts	2017	src/mame/cave/cv1k.cpp
futari15	0	2006	src/mame/cave/cv1k.cpp
futari15a	futari15	2006	src/mame/cave/cv1k.cpp
futari10	futari15	2006	src/mame/cave/cv1k.cpp
futaribl	0	2007	src/mame/cave/cv1k.cpp
futariblj	futaribl	2007	src/mame/cave/cv1k.cpp
mmpork	0	2007	src/mame/cave/cv1k.cpp
deathsml	0	2007	src/mame/cave/cv1k.cpp
dsmbl	0	2008	src/mame/cave/cv1k.cpp
ddpdfk	0	2008	src/mame/cave/cv1k.cpp
ddpdfk10	ddpdfk	2008	src/mame/cave/cv1k.cpp
dfkbl	0	2010	src/mame/cave/cv1k.cpp
akatana	0	2010	src/mame/cave/cv1k.cpp
ddpsdoj	0	2012	src/mame/cave/cv1k.cpp
mmmbanc	0	2007	src/mame/cave/cv1k.cpp
jankenmn	0	1991	src/mame/sunwise/jankenmn.cpp
jankmg	0	1995	src/mame/sunwise/jankmg2.cpp
jankmg2	0	199?	src/mame/sunwise/jankmg2.cpp
ppresent	0	199?	src/mame/sunwise/jankmg2.cpp
anoworld	0	1989	src/mame/sunwise/anoworld.cpp
aristmk6	0	2000	src/mame/aristocrat/aristmk6.cpp
5drag	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
5draga	5drag	2004	src/mame/aristocrat/aristmk6.cpp
5dragnz	5drag	2005	src/mame/aristocrat/aristmk6.cpp
5dragsp	5drag	2004	src/mame/aristocrat/aristmk6.cpp
5dragce	5drag	2007	src/mame/aristocrat/aristmk6.cpp
5koi	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
5koia	5koi	2007	src/mame/aristocrat/aristmk6.cpp
15lions	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
50lions	aristmk6	2002	src/mame/aristocrat/aristmk6.cpp
50lionsa	50lions	2003	src/mame/aristocrat/aristmk6.cpp
50lionsu	50lions	2005	src/mame/aristocrat/aristmk6.cpp
50lionrr	aristmk6	2012	src/mame/aristocrat/aristmk6.cpp
100lions	aristmk6	2006	src/mame/aristocrat/aristmk6.cpp
100lionsa	100lions	2006	src/mame/aristocrat/aristmk6.cpp
adonisa6	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
aduskcm	aristmk6	2001	src/mame/aristocrat/aristmk6.cpp
afterhrs	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
alchemy	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
atkgld	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
amzqueen	aristmk6	2001	src/mame/aristocrat/aristmk6.cpp
amztempl	aristmk6	2009	src/mame/aristocrat/aristmk6.cpp
antcleoa	antcleo	2004	src/mame/aristocrat/aristmk6.cpp
arabnga6	aristmk6	2001	src/mame/aristocrat/aristmk6.cpp
arabnga6a	arabnga6	2001	src/mame/aristocrat/aristmk6.cpp
arabnga6u	arabnga6	2004	src/mame/aristocrat/aristmk6.cpp
arwincm	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
arish	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
asnprinc	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
beavbuk	aristmk6	2008	src/mame/aristocrat/aristmk6.cpp
betzoo	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
bigben	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
bigbena	bigben	2003	src/mame/aristocrat/aristmk6.cpp
bigbenb	bigben	2004	src/mame/aristocrat/aristmk6.cpp
bigbenq	bigben	2005	src/mame/aristocrat/aristmk6.cpp
bigheart	aristmk6	1999	src/mame/aristocrat/aristmk6.cpp
bigred	aristmk6	2002	src/mame/aristocrat/aristmk6.cpp
bigreda	bigred	2002	src/mame/aristocrat/aristmk6.cpp
bigred2	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
blkbrum	aristmk6	2002	src/mame/aristocrat/aristmk6.cpp
blkmust	blkbrum	2006	src/mame/aristocrat/aristmk6.cpp
bluetigr	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
bobdolly	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
brazil	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
brazila	brazil	2006	src/mame/aristocrat/aristmk6.cpp
bucaneer	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
bucaneera	bucaneer	2004	src/mame/aristocrat/aristmk6.cpp
bucaneeru	bucaneer	2005	src/mame/aristocrat/aristmk6.cpp
buckstop	aristmk6	2010	src/mame/aristocrat/aristmk6.cpp
buffalo	aristmk6	2006	src/mame/aristocrat/aristmk6.cpp
buffaloa	buffalo	2006	src/mame/aristocrat/aristmk6.cpp
buffalou	buffalo	2006	src/mame/aristocrat/aristmk6.cpp
bmbugs	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
bushrngr	aristmk6	2001	src/mame/aristocrat/aristmk6.cpp
cactusco	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
callwld	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
calyking	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
canaryrc	aristmk6	2006	src/mame/aristocrat/aristmk6.cpp
cmtonig	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
centrion	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
cinhell	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
csd	aristmk6	2002	src/mame/aristocrat/aristmk6.cpp
csdsp	csd	2002	src/mame/aristocrat/aristmk6.cpp
csda	csd	2003	src/mame/aristocrat/aristmk6.cpp
csdq	csd	2002	src/mame/aristocrat/aristmk6.cpp
csdce	csd	2003	src/mame/aristocrat/aristmk6.cpp
csdjc	csd	2003	src/mame/aristocrat/aristmk6.cpp
csret	aristmk6	2006	src/mame/aristocrat/aristmk6.cpp
corrida	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
cryspri	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
cryspria	cryspri	2003	src/mame/aristocrat/aristmk6.cpp
cryspriu	cryspri	2006	src/mame/aristocrat/aristmk6.cpp
deepfrz	aristmk6	2009	src/mame/aristocrat/aristmk6.cpp
deepfrzu	deepfrz	2010	src/mame/aristocrat/aristmk6.cpp
deltabel	deltaqn	2005	src/mame/aristocrat/aristmk6.cpp
deltaqn	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
dimeye	aristmk6	2002	src/mame/aristocrat/aristmk6.cpp
dimeyeu	dimeye	2004	src/mame/aristocrat/aristmk6.cpp
dimeyece	dimeye	2004	src/mame/aristocrat/aristmk6.cpp
di4ever	aristmk6	2002	src/mame/aristocrat/aristmk6.cpp
diamhrts	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
dinosa6	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
dagenta6	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
dbldolph	aristmk6	2000	src/mame/aristocrat/aristmk6.cpp
dbldolphq	dbldolph	2000	src/mame/aristocrat/aristmk6.cpp
dbldolphu	dbldolph	2001	src/mame/aristocrat/aristmk6.cpp
doltra6	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
doltra6nz	doltra6	2004	src/mame/aristocrat/aristmk6.cpp
drgnlord	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
drgnmgic	aristmk6	2006	src/mame/aristocrat/aristmk6.cpp
drmcatch	aristmk6	2003	src/mame/aristocrat/aristmk6.cpp
drmcatcha	drmcatch	2004	src/mame/aristocrat/aristmk6.cpp
drmred	aristmk6	2008	src/mame/aristocrat/aristmk6.cpp
eaglrock	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
estrike	aristmk6	2010	src/mame/aristocrat/aristmk6.cpp
eastland	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
eggsrccm	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
encspell	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
enchantr	aristmk6	2000	src/mame/aristocrat/aristmk6.cpp
eott	aristmk6	2000	src/mame/aristocrat/aristmk6.cpp
firednc	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
firednca	firednc	2005	src/mame/aristocrat/aristmk6.cpp
flamolce	adonisa6	2002	src/mame/aristocrat/aristmk6.cpp
flamoljc	adonisa6	2002	src/mame/aristocrat/aristmk6.cpp
followst	aristmk6	2000	src/mame/aristocrat/aristmk6.cpp
fortath	aristmk6	2007	src/mame/aristocrat/aristmk6.cpp
fortking	csret	2006	src/mame/aristocrat/aristmk6.cpp
frogwld	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
gambjack	aristmk6	2005	src/mame/aristocrat/aristmk6.cpp
gwnn	aristmk6	2004	src/mame/aristocrat/aristmk6.cpp
