setname	parent	year	source_file
fruitpc	0	2006	src/mame/pc/fruitpc.cpp
champ	0	1993	src/mame/pc/champ2.cpp
champ2	0	1994	src/mame/pc/champ2.cpp
agro	0	1997	src/mame/pc/agro.cpp
tetriskr	0	1988?	src/mame/pc/tetriskr.cpp
toursol	0	1995	src/mame/pc/pcat_dyn.cpp
toursol1	toursol	1995	src/mame/pc/pcat_dyn.cpp
przonegd	0	1997	src/mame/pc/przone.cpp
pulltrig	0	2003	src/mame/pc/pulltrig.cpp
filetto	0	1990	src/mame/pc/filetto.cpp
play4texash	0	2011	src/mame/pc/play4texash.cpp
gamecstl	0	2002	src/mame/pc/sis630.cpp
gamecst2	gamecstl	2002	src/mame/pc/sis630.cpp
onlinertp	0	200?	src/mame/pc/conliner.cpp
sshuffle	0	2011	src/mame/pc/sshuffle.cpp
dawg	0	2009	src/mame/pc/dawg.cpp
streetg	0	1993	src/mame/pc/pcat_nit.cpp
streetgr3	streetg	1993	src/mame/pc/pcat_nit.cpp
streetg2	0	1993	src/mame/pc/pcat_nit.cpp
streetg2r5	streetg2	1993	src/mame/pc/pcat_nit.cpp
bonanza	0	1994	src/mame/pc/pcat_nit.cpp
bonanzar2	bonanza	1994	src/mame/pc/pcat_nit.cpp
quake	0	1998	src/mame/pc/quakeat.cpp
mdartstr	0	2001	src/mame/pc/mdartstr.cpp
pangofun	0	1995	src/mame/pc/pangofun.cpp
queen	0	2002?	src/mame/pc/queen.cpp
seawolfnm	0	2008	src/mame/pc/seawolfnm.cpp
gogostrk	0	2007?	src/mame/pc/paokaipc.cpp
kuzmich	0	199?	src/mame/apple/superga2.cpp
renegade	0	1986	src/mame/technos/renegade.cpp
renegadeb	renegade	1986	src/mame/technos/renegade.cpp
kuniokun	renegade	1986	src/mame/technos/renegade.cpp
kuniokunb	renegade	1986	src/mame/technos/renegade.cpp
mystston	0	1984	src/mame/technos/mystston.cpp
myststono	mystston	1984	src/mame/technos/mystston.cpp
myststonoi	mystston	1984	src/mame/technos/mystston.cpp
ddragonm	ddragon	1987	src/mame/technos/ddragon_ms.cpp
matmania	0	1985	src/mame/technos/matmania.cpp
excthour	matmania	1985	src/mame/technos/matmania.cpp
maniach	0	1986	src/mame/technos/matmania.cpp
maniach2	maniach	1986	src/mame/technos/matmania.cpp
ssozumo	0	1984	src/mame/technos/ssozumo.cpp
spdodgeb	0	1987	src/mame/technos/spdodgeb.cpp
nkdodge	spdodgeb	1987	src/mame/technos/spdodgeb.cpp
nkdodgeb	spdodgeb	1987	src/mame/technos/spdodgeb.cpp
xsleena	0	1986	src/mame/technos/xain.cpp
xsleenaj	xsleena	1986	src/mame/technos/xain.cpp
solrwarr	xsleena	1986	src/mame/technos/xain.cpp
xsleenab	xsleena	1986	src/mame/technos/xain.cpp
xsleenaba	xsleena	1987	src/mame/technos/xain.cpp
xsleenabb	xsleena	1987	src/mame/technos/xain.cpp
vball	0	1988	src/mame/technos/vball.cpp
vball2pj	vball	1988	src/mame/technos/vball.cpp
vballb	vball	1988	src/mame/technos/vball.cpp
vball2pjb	vball	1988	src/mame/technos/vball.cpp
shadfrce	0	1993	src/mame/technos/shadfrce.cpp
shadfrceu	shadfrce	1993	src/mame/technos/shadfrce.cpp
shadfrcej	shadfrce	1993	src/mame/technos/shadfrce.cpp
ddragon3	0	1990	src/mame/technos/ddragon3.cpp
ddragon3j	ddragon3	1990	src/mame/technos/ddragon3.cpp
ddragon3p	ddragon3	1990	src/mame/technos/ddragon3.cpp
ddragon3b	ddragon3	1990	src/mame/technos/ddragon3.cpp
ctribe	0	1990	src/mame/technos/ddragon3.cpp
ctribeua	ctribe	1990	src/mame/technos/ddragon3.cpp
ctribeu1	ctribe	1990	src/mame/technos/ddragon3.cpp
ctribej	ctribe	1990	src/mame/technos/ddragon3.cpp
ctribeb	ctribe	1990	src/mame/technos/ddragon3.cpp
ctribeb2	ctribe	1990	src/mame/technos/ddragon3.cpp
wwfwfest	0	1991	src/mame/technos/ddragon3.cpp
wwfwfestu	wwfwfest	1991	src/mame/technos/ddragon3.cpp
wwfwfestu1	wwfwfest	1991	src/mame/technos/ddragon3.cpp
wwfwfestub	wwfwfest	1991	src/mame/technos/ddragon3.cpp
wwfwfestj	wwfwfest	1991	src/mame/technos/ddragon3.cpp
wwfwfestk	wwfwfest	1991	src/mame/technos/ddragon3.cpp
ddragon	0	1987	src/mame/technos/ddragon.cpp
ddragona	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonu	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonua	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonub	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonj	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonja	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonbl2	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonbl	ddragon	1987	src/mame/technos/ddragon.cpp
ddragonbla	ddragon	1987	src/mame/technos/ddragon.cpp
ddragon6809	ddragon	1987	src/mame/technos/ddragon.cpp
ddragon6809a	ddragon	1987	src/mame/technos/ddragon.cpp
ddragon6809b	ddragon	1987	src/mame/technos/ddragon.cpp
ddragon6809c	ddragon	1987	src/mame/technos/ddragon.cpp
ddragon2	0	1988	src/mame/technos/ddragon.cpp
ddragon2u	ddragon2	1988	src/mame/technos/ddragon.cpp
ddragon2j	ddragon2	1988	src/mame/technos/ddragon.cpp
ddragon2bl	ddragon2	1988	src/mame/technos/ddragon.cpp
tstrike	0	1991	src/mame/technos/ddragon.cpp
tstrikea	tstrike	1991	src/mame/technos/ddragon.cpp
ddungeon	0	1992	src/mame/technos/ddragon.cpp
ddungeone	ddungeon	1992	src/mame/technos/ddragon.cpp
darktowr	0	1992	src/mame/technos/ddragon.cpp
toffy	0	1993	src/mame/technos/ddragon.cpp
toffya	toffy	1993	src/mame/technos/ddragon.cpp
stoffy	0	1994	src/mame/technos/ddragon.cpp
stoffyu	stoffy	1994	src/mame/technos/ddragon.cpp
chinagat	0	1988	src/mame/technos/chinagat.cpp
saiyugou	chinagat	1988	src/mame/technos/chinagat.cpp
saiyugoub1	chinagat	1988	src/mame/technos/chinagat.cpp
saiyugoub2	chinagat	1988	src/mame/technos/chinagat.cpp
blockout	0	1989	src/mame/technos/blockout.cpp
blockout2	blockout	1989	src/mame/technos/blockout.cpp
blockout3	blockout	1989	src/mame/technos/blockout.cpp
blockoutj	blockout	1989	src/mame/technos/blockout.cpp
agress	0	1991	src/mame/technos/blockout.cpp
agressb	agress	2003	src/mame/technos/blockout.cpp
dogfgt	0	1984	src/mame/technos/dogfgt.cpp
dogfgtu	dogfgt	1985	src/mame/technos/dogfgt.cpp
dogfgtj	dogfgt	1984	src/mame/technos/dogfgt.cpp
wwfsstar	0	1989	src/mame/technos/wwfsstar.cpp
wwfsstaru7	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
wwfsstaru6	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
wwfsstaru4	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
wwfsstarj	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
wwfsstarc	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
wwfsstarb	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
wwfsstarb2	wwfsstar	1989	src/mame/technos/wwfsstar.cpp
bigprowr	0	1983	src/mame/technos/tagteam.cpp
bigprowra	bigprowr	1983	src/mame/technos/tagteam.cpp
tagteam	bigprowr	1983	src/mame/technos/tagteam.cpp
bogeyman	0	1985	src/mame/technos/bogeyman.cpp
battlane	0	1986	src/mame/technos/battlane.cpp
battlane2	battlane	1986	src/mame/technos/battlane.cpp
battlane3	battlane	1986	src/mame/technos/battlane.cpp
crgolf	0	1984	src/mame/nasco/crgolf.cpp
crgolfa	crgolf	1984	src/mame/nasco/crgolf.cpp
crgolfb	crgolf	1984	src/mame/nasco/crgolf.cpp
crgolfc	crgolf	1984	src/mame/nasco/crgolf.cpp
crgolfbt	crgolf	1984	src/mame/nasco/crgolf.cpp
crgolfhi	0	1985	src/mame/nasco/crgolf.cpp
mastrglf	0	1985	src/mame/nasco/crgolf.cpp
suprgolf	0	1989	src/mame/nasco/suprgolf.cpp
suprgolfj	suprgolf	1989	src/mame/nasco/suprgolf.cpp
suprgolfja	suprgolf	1989	src/mame/nasco/suprgolf.cpp
albatross	suprgolf	1989	src/mame/nasco/suprgolf.cpp
himesiki	0	1989	src/mame/nasco/himesiki.cpp
androidp	0	1987	src/mame/nasco/himesiki.cpp
androidpo	androidp	198?	src/mame/nasco/himesiki.cpp
dribling	0	1983	src/mame/modelracing/dribling.cpp
driblinga	dribling	1983	src/mame/modelracing/dribling.cpp
driblingo	dribling	1983	src/mame/modelracing/dribling.cpp
driblingam	dribling	1983	src/mame/modelracing/dribling.cpp
driblingvm	dribling	1983	src/mame/modelracing/dribling.cpp
subhuntr	0	1979	src/mame/modelracing/subhuntr.cpp
sshot	0	1979	src/mame/modelracing/sshot.cpp
sshota	sshot	1979	src/mame/modelracing/sshot.cpp
gunchamps	gunchamp	1980	src/mame/modelracing/sshot.cpp
v0bowl	0	200?	src/mame/misc/v0bowl.cpp
ec_pyram	0	19??	src/mame/misc/ecoinf3.cpp
ec_pyrama	ec_pyram	19??	src/mame/misc/ecoinf3.cpp
ec_sphin	0	19??	src/mame/misc/ecoinf3.cpp
ec_sphina	ec_sphin	19??	src/mame/misc/ecoinf3.cpp
ec_sphinb	ec_sphin	19??	src/mame/misc/ecoinf3.cpp
ec_penni	0	19??	src/mame/misc/ecoinf3.cpp
ec_pennia	ec_penni	19??	src/mame/misc/ecoinf3.cpp
ec_stair	0	19??	src/mame/misc/ecoinf3.cpp
ec_staira	ec_stair	19??	src/mame/misc/ecoinf3.cpp
ec_laby	0	19??	src/mame/misc/ecoinf3.cpp
ec_labya	ec_laby	19??	src/mame/misc/ecoinf3.cpp
ec_secrt	0	19??	src/mame/misc/ecoinf3.cpp
ec_barxmab	ec_barx	19??	src/mame/misc/ecoinfr.cpp
ec_spbg7mab	ec_big7	19??	src/mame/misc/ecoinfr.cpp
ec_supbxmab	ec_sbarx	19??	src/mame/misc/ecoinfr.cpp
ec_casbxcon	ec_casbx	19??	src/mame/misc/ecoinfr.cpp
ec_multb	0	19??	src/mame/misc/ecoinfr.cpp
ec_supbxcon	ec_sbarx	19??	src/mame/misc/ecoinfr.cpp
ec_casmb	0	19??	src/mame/misc/ecoinfr.cpp
ec_supmb	0	19??	src/mame/misc/ecoinfr.cpp
ec_stkex	0	19??	src/mame/misc/ecoinfr.cpp
ec_bar7	0	19??	src/mame/misc/ecoinfr.cpp
ec_fltr	0	19??	src/mame/misc/ecoinfr.cpp
ec_rdht7	0	19??	src/mame/misc/ecoinfr.cpp
ec_unkt	0	19??	src/mame/misc/ecoinfr.cpp
ec_gold7	0	19??	src/mame/misc/ecoinfr.cpp
ec_mgbel	0	19??	src/mame/misc/ecoinfr.cpp
ec_jackb	0	19??	src/mame/misc/ecoinfr.cpp
ec_ndgxs	0	19??	src/mame/misc/ecoinfr.cpp
twinbskt	0	1995	src/mame/misc/twinbskt.cpp
cardline	0	199?	src/mame/misc/cardline.cpp
toratora	0	1980	src/mame/misc/toratora.cpp
toratorab	toratora	1980	src/mame/misc/toratora.cpp
magicfly	0	198?	src/mame/misc/magicfly.cpp
7mezzo	0	198?	src/mame/misc/magicfly.cpp
bchance	0	198?	src/mame/misc/magicfly.cpp
musclem	0	1997	src/mame/misc/musclem.cpp
pachifev	0	1983	src/mame/misc/pachifev.cpp
fireball	0	1989	src/mame/misc/fireball.cpp
maski	0	2003	src/mame/misc/extrema.cpp
maskia	maski	2003	src/mame/misc/extrema.cpp
maskib	maski	2003	src/mame/misc/extrema.cpp
maskic	maski	2003	src/mame/misc/extrema.cpp
adults	0	2003	src/mame/misc/extrema.cpp
adultsa	adults	2003	src/mame/misc/extrema.cpp
bloto	0	200?	src/mame/misc/extrema.cpp
blotoa	bloto	200?	src/mame/misc/extrema.cpp
blpearl	0	2003	src/mame/misc/extrema.cpp
blpearla	blpearl	2003	src/mame/misc/extrema.cpp
blpearlb	blpearl	2003	src/mame/misc/extrema.cpp
blpearlc	blpearl	2003	src/mame/misc/extrema.cpp
blpearld	blpearl	2003	src/mame/misc/extrema.cpp
grancan	0	2003	src/mame/misc/extrema.cpp
grancana	grancan	2003	src/mame/misc/extrema.cpp
grancanb	grancan	2003	src/mame/misc/extrema.cpp
grancanc	grancan	2003	src/mame/misc/extrema.cpp
luckshel	0	2003	src/mame/misc/extrema.cpp
luckshela	luckshel	2003	src/mame/misc/extrema.cpp
exsafar	0	2003	src/mame/misc/extrema.cpp
exsafara	exsafar	2003	src/mame/misc/extrema.cpp
exsafarb	exsafar	2003	src/mame/misc/extrema.cpp
exsafarc	exsafar	2003	src/mame/misc/extrema.cpp
strlink	0	2004	src/mame/misc/extrema.cpp
strlinka	strlink	2004	src/mame/misc/extrema.cpp
extrmth	0	200?	src/mame/misc/extrema.cpp
extrmtha	extrmth	200?	src/mame/misc/extrema.cpp
extrmti	0	200?	src/mame/misc/extrema.cpp
sanremmg	0	2003	src/mame/misc/sanremmg.cpp
elsypokr	0	200?	src/mame/misc/sanremmg.cpp
elsygame	0	2002	src/mame/misc/sanremmg.cpp
baryon	0	1997	src/mame/misc/dreamwld.cpp
baryona	baryon	1997	src/mame/misc/dreamwld.cpp
cutefght	0	1998	src/mame/misc/dreamwld.cpp
rolcrush	0	1999	src/mame/misc/dreamwld.cpp
rolcrusha	rolcrush	1999	src/mame/misc/dreamwld.cpp
gaialast	0	1999	src/mame/misc/dreamwld.cpp
dreamwld	0	2000	src/mame/misc/dreamwld.cpp
voyager	0	2002	src/mame/misc/voyager.cpp
voyagers	voyager	2002	src/mame/misc/voyager.cpp
policet2	0	2003	src/mame/misc/voyager.cpp
cb2001	0	2000	src/mame/misc/cb2001.cpp
ndongmul2	0	1999	src/mame/misc/cb2001.cpp
dynastye	0	1992	src/mame/misc/cb2001.cpp
scherrym	0	1993	src/mame/misc/cb2001.cpp
scherrym12	scherrym	1993	src/mame/misc/cb2001.cpp
scherrymp	0	1997	src/mame/misc/cb2001.cpp
scherrymp10u	scherrymp	1997	src/mame/misc/cb2001.cpp
cb4	0	1993	src/mame/misc/cb2001.cpp
cb4a	cb4	1993	src/mame/misc/cb2001.cpp
cb5	0	1997	src/mame/misc/cb2001.cpp
cb5_13	cb5	1997	src/mame/misc/cb2001.cpp
cb5_11	cb5	1997	src/mame/misc/cb2001.cpp
mystjb	0	1998	src/mame/misc/cb2001.cpp
tripjack	0	1998	src/mame/misc/cb2001.cpp
tripjack11	tripjack	1998	src/mame/misc/cb2001.cpp
tripjack07	tripjack	1998	src/mame/misc/cb2001.cpp
crzybell	0	1995	src/mame/misc/cb2001.cpp
nmondop	0	1998	src/mame/misc/cb2001.cpp
pdouble8	0	1996	src/mame/misc/cb2001.cpp
bsbonanza	0	2001	src/mame/misc/cb2001.cpp
bsbonanza10	bsbonanza	2001	src/mame/misc/cb2001.cpp
jackpot	0	1998	src/mame/misc/jackpot.cpp
jackpota	jackpot	1998	src/mame/misc/jackpot.cpp
pitchhit	0	1993	src/mame/misc/nsg6809.cpp
skeetsht	0	1991	src/mame/misc/skeetsht.cpp
popshot	0	1991	src/mame/misc/skeetsht.cpp
ec_oxocg	0	19??	src/mame/misc/ecoinf2.cpp
ec_oxocl	0	19??	src/mame/misc/ecoinf2.cpp
ec_oxogb	0	19??	src/mame/misc/ecoinf2.cpp
ec_oxorl	0	19??	src/mame/misc/ecoinf2.cpp
ec_oxorv	0	19??	src/mame/misc/ecoinf2.cpp
ec_suprl	0	19??	src/mame/misc/ecoinf2.cpp
ec_rcc	0	19??	src/mame/misc/ecoinf2.cpp
ec_sumnd	0	19??	src/mame/misc/ecoinf2.cpp
ec_sumnc	0	19??	src/mame/misc/ecoinf2.cpp
hexaprs	0	1995	src/mame/misc/yuvomz80.cpp
hexaprsz	hexaprs	1995	src/mame/misc/yuvomz80.cpp
fiches	0	1995?	src/mame/misc/minivideo.cpp
fiches12	fiches	1995?	src/mame/misc/minivideo.cpp
unkpoker	0	1980?	src/mame/misc/unkpoker.cpp
trivrus	0	2009	src/mame/misc/trivrus.cpp
bingor1	0	1992	src/mame/misc/bingor.cpp
bingor2	0	1992	src/mame/misc/bingor.cpp
bingor3	0	2002	src/mame/misc/bingor.cpp
bingor4	0	2002	src/mame/misc/bingor.cpp
bingor5	0	2002	src/mame/misc/bingor.cpp
bingor6	0	1991	src/mame/misc/bingor.cpp
bingor7	0	1995	src/mame/misc/bingor.cpp
bingor8	0	2001	src/mame/misc/bingor.cpp
bingor9	0	1992	src/mame/misc/bingor.cpp
bellstr1	0	2002	src/mame/misc/bingor.cpp
bellstr2	0	2002	src/mame/misc/bingor.cpp
bellstr3	0	2002	src/mame/misc/bingor.cpp
bellstrp	0	1998	src/mame/misc/bingor.cpp
vip2000	0	2004	src/mame/misc/bingor.cpp
vip2000a	0	2003	src/mame/misc/bingor.cpp
vip2000b	0	2003	src/mame/misc/bingor.cpp
roljokr1	0	1999	src/mame/misc/bingor.cpp
roljokr2	0	1997	src/mame/misc/bingor.cpp
roljokr3	0	1999	src/mame/misc/bingor.cpp
tomsadvs	0	19??	src/mame/misc/tomsadvs.cpp
icecoldice	0	2003?	src/mame/misc/tomsadvs.cpp
ssh2000	0	2001	src/mame/misc/sshanghai.cpp
ssh2000a	ssh2000	2000	src/mame/misc/sshanghai.cpp
ssh2000wf	0	2000	src/mame/misc/sshanghai.cpp
ssh2001	0	2001	src/mame/misc/sshanghai.cpp
ssh2001a	ssh2001	2001	src/mame/misc/sshanghai.cpp
winner82	0	1982	src/mame/misc/corona.cpp
winner81	winner82	1981	src/mame/misc/corona.cpp
winner81b	winner82	1981	src/mame/misc/corona.cpp
winner81c	winner82	1981	src/mame/misc/corona.cpp
winner81d	winner82	1981	src/mame/misc/corona.cpp
legrandc	0	198?	src/mame/misc/corona.cpp
re800ea	re800v1	1991	src/mame/misc/corona.cpp
re800v1	0	1991	src/mame/misc/corona.cpp
re800v1a	re800v1	1991	src/mame/misc/corona.cpp
re800v3	0	1991	src/mame/misc/corona.cpp
rcirulet	0	199?	src/mame/misc/corona.cpp
luckyrlt	0	1990	src/mame/misc/corona.cpp
ec_barxo	0	19??	src/mame/misc/ecoinf1.cpp
ec_barxoa	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_barxob	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_barxoc	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_barxod	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_barxoe	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_bar5	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_casbxo	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ec_casbxoa	ec_barxo	19??	src/mame/misc/ecoinf1.cpp
ffruits	0	2000	src/mame/misc/cromptons.cpp
efdt	0	1981	src/mame/misc/efdt.cpp
gumbo	0	1994	src/mame/misc/gumbo.cpp
mspuzzleg	gumbo	1994	src/mame/misc/gumbo.cpp
msbingo	0	1994	src/mame/misc/gumbo.cpp
mspuzzle	0	1994	src/mame/misc/gumbo.cpp
mspuzzlea	mspuzzle	1994	src/mame/misc/gumbo.cpp
mspuzzleb	mspuzzle	1994	src/mame/misc/gumbo.cpp
dblpoint	0	1995	src/mame/misc/gumbo.cpp
dblpointd	dblpoint	1995	src/mame/misc/gumbo.cpp
vampire	0	1983	src/mame/misc/vampire.cpp
cricket	0	1995	src/mame/misc/daryde.cpp
pandart	0	1999	src/mame/misc/daryde.cpp
kurdart	0	199?	src/mame/misc/daryde.cpp
tmspoker	0	198?	src/mame/misc/tmspoker.cpp
jlasvegas	0	198?	src/mame/misc/tmspoker.cpp
jlasvegasa	jlasvegas	198?	src/mame/misc/tmspoker.cpp
magtouch	0	1995	src/mame/misc/magtouch.cpp
bingoman	0	1993	src/mame/misc/bingoman.cpp
bingomana	bingoman	1993	src/mame/misc/bingoman.cpp
crazybal	0	1978	src/mame/misc/crazybal.cpp
crazybala	crazybal	1978	src/mame/misc/crazybal.cpp
crazybalb	crazybal	1978	src/mame/misc/crazybal.cpp
beaminv	0	1979	src/mame/misc/beaminv.cpp
pacominv	beaminv	1979	src/mame/misc/beaminv.cpp
pacominva	beaminv	1979	src/mame/misc/beaminv.cpp
ctainv	beaminv	19??	src/mame/misc/beaminv.cpp
worldinv	beaminv	19??	src/mame/misc/beaminv.cpp
sp_cbowl	0	199?	src/mame/misc/acesp.cpp
sp_cbowla	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlb	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlc	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowld	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowle	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlf	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlg	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlh	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowli	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlj	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlk	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowll	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlm	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowln	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlo	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlp	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlq	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlr	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowls	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlt	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_cbowlu	sp_cbowl	199?	src/mame/misc/acesp.cpp
sp_crime	0	199?	src/mame/misc/acesp.cpp
sp_crimea	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimeb	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimec	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimed	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimee	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimef	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimeg	sp_crime	199?	src/mame/misc/acesp.cpp
sp_crimeh	sp_crime	199?	src/mame/misc/acesp.cpp
sp_emmrd	0	1995	src/mame/misc/acesp.cpp
sp_emmrda	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdb	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdc	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdd	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrde	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdf	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdg	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdh	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdi	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdj	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdk	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdn	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_emmrdo	sp_emmrd	1995	src/mame/misc/acesp.cpp
sp_woolp	0	1995	src/mame/misc/acesp.cpp
sp_woolpa	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpb	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpc	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpd	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpe	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpf	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpg	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolph	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpi	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpj	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpk	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpl	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpm	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpn	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_woolpo	sp_woolp	1995	src/mame/misc/acesp.cpp
sp_zigzg	0	199?	src/mame/misc/acesp.cpp
sp_zigzga	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgb	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgc	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgd	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzge	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgf	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgg	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgh	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgi	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgj	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgk	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgl	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_zigzgm	sp_zigzg	199?	src/mame/misc/acesp.cpp
sp_goldm	0	199?	src/mame/misc/acesp.cpp
sp_goldma	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmb	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmc	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmd	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldme	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmf	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmg	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmh	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmi	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmj	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmk	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldml	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmm	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmn	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmo	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmp	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmq	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmr	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldms	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmt	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmu	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmv	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmw	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmx	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmy	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldmz	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldm0	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldm1	sp_goldm	199?	src/mame/misc/acesp.cpp
sp_goldm2	sp_goldm	199?	src/mame/misc/acesp.cpp
