repo	mra_file	name	setname	parent	mameversion	rbf	year	manufacturer
Arcade-DECOCassette_MiSTer	Pro Bowling (DECO).mra	Pro Bowling	cprobowl			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	Tournament Pro Golf (DECO).mra	Pro Golf	cprogolf			DECOCassette	1981	Data East
Arcade-DECOCassette_MiSTer	Tournament Pro Golf (Japan) (DECO).mra	Pro Golf (Japan)	cprogolfj			DECOCassette	1981	Data East
Arcade-DECOCassette_MiSTer	Pro Soccer (DECO).mra	Pro Soccer	cpsoccer			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	Pro Soccer (Japan) (DECO).mra	Pro Soccer (Japan)	cpsoccerj			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	Pro Tennis (DECO).mra	Pro Tennis	cptennis			DECOCassette	1982	Data East
Arcade-DECOCassette_MiSTer	Pro Tennis (Japan) (DECO).mra	Pro Tennis (Japan)	cptennisj			DECOCassette	1982	Data East
Arcade-DECOCassette_MiSTer	Rootin' Tootin' (DECO).mra	Rootin Tootin	clapapa2			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	La-Pa-Pa (DECO).mra	Rootin Tootin (La-Pa-Pa)	clapapa			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	Scrum Try (DECO).mra	Scrum Try	cscrtry			DECOCassette	1984	Data East
Arcade-DECOCassette_MiSTer	Scrum Try (set 2) (DECO).mra	Scrum Try (set 2)	cscrtry2			DECOCassette	1984	Data East
Arcade-DECOCassette_MiSTer	Skater (DECO).mra	Skater	cskater			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	Super Astro Fighter (DECO).mra	Super Astro Fighter	csuperas			DECOCassette	1981	Data East
Arcade-DECOCassette_MiSTer	Super Doubles Tennis (DECO).mra	Super Doubles Tennis	csdtenis			DECOCassette	1983	Data East
Arcade-DECOCassette_MiSTer	Sweet Heart (DECO).mra	Sweet Heart	csweetht			DECOCassette	1982	Data East
Arcade-DECOCassette_MiSTer	Terranean (DECO).mra	Terranean	cterrani			DECOCassette	1981	Data East
Arcade-DECOCassette_MiSTer	DECO Test Tape (DECO).mra	Test Tape	ctsttape			DECOCassette	1981	Data East
Arcade-DECOCassette_MiSTer	The Tower (DECO).mra	The Tower	ctower			DECOCassette	1981	Data East
Arcade-DECOCassette_MiSTer	Tornado (DECO).mra	Tornado	ctornado			DECOCassette	1982	Data East
Arcade-Darius2NinjaWarriors_MiSTer	Darius II (Japan, rev 1).mra	Darius II (Japan, rev 1)	darius2		0264	Darius2NinjaWarriors	1989	Taito Corporation
Arcade-Darius2NinjaWarriors_MiSTer	The Ninja Warriors (Japan).mra	The Ninja Warriors (Japan)	ninjawj		0264	Darius2NinjaWarriors	1987	Taito Corporation
Arcade-Darius2NinjaWarriors_MiSTer	The Ninja Warriors (US, Romstar license).mra	The Ninja Warriors (US, Romstar license)	ninjawu		0264	Darius2NinjaWarriors	1987	Taito Corporation America (licensed to Romstar)
Arcade-Darius2NinjaWarriors_MiSTer	The Ninja Warriors (World, earlier version).mra	The Ninja Warriors (World, earlier version)	ninjaw1		0264	Darius2NinjaWarriors	1987	Taito Corporation
Arcade-Darius2NinjaWarriors_MiSTer	The Ninja Warriors (World).mra	The Ninja Warriors (World, triple screen)	ninjaw		0264	Darius2NinjaWarriors	1987	Taito Corporation
Arcade-Darius2WarriorBlade_MiSTer	Darius II (Japan, dual screen, rev 1).mra	Darius II (Japan, dual screen, rev 1)	darius2do		0264	Darius2WarriorBlade	1989	Taito Corporation
Arcade-Darius2WarriorBlade_MiSTer	Darius II (Japan, dual screen, rev 2).mra	Darius II (Japan, dual screen, rev 2)	darius2d		0264	Darius2WarriorBlade	1989	Taito Corporation
Arcade-Darius2WarriorBlade_MiSTer	Sagaia (World, dual screen).mra	Sagaia (World, dual screen)	sagaia		0264	Darius2WarriorBlade	1989	Taito Corporation
Arcade-Darius2WarriorBlade_MiSTer	Warrior Blade (Japan).mra	Warrior Blade - Rastan Saga Episode III (Japan)	warriorb		0264	Darius2WarriorBlade	1991	Taito Corporation
Arcade-Darius_MiSTer	Darius (Japan).mra	Darius (Japan)	dariuso		0264	Darius	1986	Taito Corporation
Arcade-Darius_MiSTer	Darius (Japan, rev 1).mra	Darius (Japan, rev 1)	dariusj		0264	Darius	1986	Taito Corporation
Arcade-Darius_MiSTer	Darius (US).mra	Darius (US)	dariusu		0264	Darius	1987	Taito America Corporation
Arcade-Darius_MiSTer	Darius (World).mra	Darius (World)	darius		0264	Darius	1987	Taito Corporation
Arcade-Darius_MiSTer	Darius Extra Version (Japan).mra	Darius Extra Version (Japan)	dariuse		0264	Darius	1986	Taito Corporation
Arcade-Dcon_MiSTer	D-Con.mra	D-Con	dcon		0264	DCon	1992	Success
Arcade-Deco16_Mister	Caveman Ninja (World ver 4).mra	Caveman Ninja (World ver 4)	cninja		0276	Deco16	1991	Data East Corporation
Arcade-Deco16_Mister	Crude Buster (World FX version).mra	Crude Buster (World FX version)	cbuster		0276	Deco16	1990	Data East Corporation
Arcade-Deco16_Mister	Vapor Trail - Hyper Offence Formation (World revision 1).mra	Vapor Trail - Hyper Offence Formation (World revision 1)	vaportra		0282	Deco16	1989	Data East Corporation
Arcade-Defender_MiSTer	Colony 7 (Set 1).mra	Colony 7	colony7	colony7	0216	defender	1981	Taito
Arcade-Defender_MiSTer	Defender (Red Label).mra	Defender	defender	defender	0218	defender	1980	Williams
Arcade-Defender_MiSTer	Jin.mra	Jin	jin	jin	0218	defender	1982	Falcon
Arcade-Defender_MiSTer	Mayday (Set 1).mra	Mayday	mayday	mayday	0218	defender	1980	Hoei
Arcade-DigDug_MiSTer	Dig Dug (Rev 2).mra	Dig Dug	digdug	digdug	0220	digdug	1982	Namco
Arcade-Dominos_MiSTer	Dominos.mra	Dominos	dominos	dominos	0220	dominos	1977	Atari
Arcade-DonkeyKong3_MiSTer	Donkey Kong 3 (US).mra	Donkey Kong 3	dkong3	dkong3	0220	donkeykong3	1983	Nintendo
Arcade-DonkeyKongJunior_MiSTer	Donkey Kong Junior (US, Set F-2).mra	Donkey Kong Junior	dkongjr	dkongjr	0217	donkeykongjunior	1982	Nintendo
Arcade-DonkeyKong_MiSTer	Donkey Kong (US, Set 1).mra	Donkey Kong	dkong	dkong	0220	donkeykong	1981	Nintendo
Arcade-DonkeyKong_MiSTer	Donkey Kong Junior.mra	Donkey Kong Junior (US set F-2)	dkongjr		0217	DonkeyKong	1982	Nintendo of America
Arcade-DonkeyKong_MiSTer	Radar Scope (rev. D).mra	Radar Scope (rev. D)	radarscp	radarscp	0229	donkeykong	1980	Nintendo
Arcade-DottoriKun_MiSTer	Dottori-Kun (new).mra	Dottori-Kun	dotrikun		0225	DottoriKun	1990	Sega
Arcade-Druaga_MiSTer	Dig Dug II (New Ver).mra	Dig Dug II	digdug2	digdug2	0220	druaga	1985	Namco
Arcade-Druaga_MiSTer	Grobda (W, New Ver.).mra	Grobda	grobda	grobda	0229	druaga	1984	Namco
Arcade-Druaga_MiSTer	Mappy (US).mra	Mappy	mappy	mappy	0220	druaga	1983	Namco
Arcade-Druaga_MiSTer	Motos.mra	Motos	motos	motos	0220	druaga	1985	Namco
Arcade-Druaga_MiSTer	Pac & Pal.mra	Pac &amp; Pal	pacnpal	pacnpal	0220	druaga	1983	Namco
Arcade-Druaga_MiSTer	Super Pac-Man.mra	Super Pac-Man	superpac	superpac	0220	druaga	1982	Namco
Arcade-Druaga_MiSTer	The Tower of Druaga.mra	The Tower of Druaga	todruaga	todruaga	0220	druaga	1984	Namco
Arcade-Exerion_MiSTer	Exerion (Taito).mra	Exerion (Taito)	exeriont	exerion	0245	exerion	1983	Jaleco
Arcade-Exidy2_MiSTer	Hard Hat.mra	Hard Hat	hardhat	hardhat	0245	Exidy2	1981	Exidy
Arcade-Exidy2_MiSTer	Mouse Trap.mra	Mouse Trap	mtrap	mtrap	0245	Exidy2	1980	Exidy
Arcade-Exidy2_MiSTer	Pepper II.mra	Pepper II	pepper2	pepper2	0245	Exidy2	1980	Exidy
Arcade-Exidy2_MiSTer	Spectar.mra	Spectar	spectar	spectar	0245	Exidy2	1980	Exidy
Arcade-Exidy2_MiSTer	TARG.mra	Targ	targ	targ	0245	Exidy2	1980	Exidy
Arcade-Exidy2_MiSTer	Venture Revision 5.mra	Venture	venture	venture	0245	Exidy2	1980	Exidy
Arcade-ExpressRaider_MiSTer	Express Raider.mra	Express Raider (World, Rev 4)	exprraid		0245	expressraider	1986	Data East USA
Arcade-ExpressRaider_MiSTer	Western Express (Japan, rev 4).mra	Western Express (Japan, rev 4)	wexpress		0245	expressraider	1986	Data East USA
Arcade-Finalizer_MiSTer	Finalizer - Super Transformation (Set 1).mra	Finalizer: Super Transformation	finalizr	finalizr	0240	Finalizer	1985	Konami
Arcade-FoodFight_MiSTer	Food Fight (Rev 3).mra	Food Fight	foodf	foodf	0220	foodfight	1982	General Computer Corporation
Arcade-Freeze_MiSTer	Freeze.mra	Freeze	freeze			freeze	1984	Cinematronics
Arcade-Freeze_MiSTer	Jack the Giantkiller (set 1).mra	Jack the Giantkiller	jack			freeze	1982	Cinematronics
Arcade-Freeze_MiSTer	Super Casino.mra	Super Casino	sucasino			freeze	1984	Data Amusement
Arcade-Freeze_MiSTer	Tri-Pool (Casino Tech).mra	Tri-pool	tripool			freeze	1984	Noma (Casino Tech license)
Arcade-Freeze_MiSTer	Zzyzzyxx (set 1).mra	Zzyzzyxx	zzyzzyxx			freeze	1984	Cinematronics
Arcade-Frenzy_MiSTer	Frenzy (Rev RA1).mra	Frenzy	frenzy	frenzy	0220	frenzy	1981	Stern
Arcade-Galaga_MiSTer	Galaga (Midway, Set 1).mra	Galaga	galagamw	galaga	0229	galaga	1981	Namco
Arcade-Galaxian_MiSTer	Azurian Attack.mra	Azurian Attack	azurian	azurian	0220	galaxian	1982	Rait Electronics Ltd
Arcade-Galaxian_MiSTer	Black Hole.mra	Black Hole	blkhole	blkhole	0220	galaxian	1981	TDS &amp; MINTS
Arcade-Galaxian_MiSTer	Catacomb.mra	Catacomb	catacomb	catacomb	0217	galaxian	1982	MTM Games
Arcade-Galaxian_MiSTer	Clean Sweep.mra	Clean Sweep	cleansweept		0000	galaxian	1982	GCE
Arcade-Galaxian_MiSTer	Devil Fish (Galaxian Hardware).mra	Devil Fish	devilfsg	devilfish	0220	galaxian	1984	Vision
Arcade-Galaxian_MiSTer	Galaxian (Namco, Set 1).mra	Galaxian	galaxian	galaxian	0220	galaxian	1979	Namco
Arcade-Galaxian_MiSTer	King and Balloon (US).mra	King and Balloon	kingball	kingball	0216	galaxian	1980	Namco
Arcade-Galaxian_MiSTer	Lucky Today.mra	Lucky Today	luctoday	luctoday	0220	galaxian	1980	Sigma
Arcade-Galaxian_MiSTer	Moon Cresta (Galaxian Hardware) [bl].mra	Moon Cresta	mooncrgx	mooncrst	0220	galaxian	1980	Bootleg
Arcade-Galaxian_MiSTer	Moon Quasar.mra	Moon Quasar	moonqsr	moonqsr	0220	galaxian	1980	Nichibutsu
Arcade-Galaxian_MiSTer	Mr. Do Nightmare.mra	Mr. Do Nightmare	mrdonight		0220	galaxian	2004	Crazy Ivan
Arcade-Galaxian_MiSTer	Omega [bl].mra	Omega	omegab	theend	0220	galaxian	1981	Nihon
Arcade-Galaxian_MiSTer	Orbitron.mra	Orbitron	orbitron	orbitron	0220	galaxian	1982	Comsoft
Arcade-Galaxian_MiSTer	Pisces.mra	Pisces	pisces	pisces	0220	galaxian	1982	Subelectro
Arcade-Galaxian_MiSTer	Port Man (bootleg on Moon Cresta hardware).mra	Port Man (bootleg on Moon Cresta hardware)	porter	dockman	0220	galaxian	1980	bootleg
Arcade-Galaxian_MiSTer	UniWar S.mra	UniWar S	uniwars	uniwars	0220	galaxian	1980	Irem
Arcade-Galaxian_MiSTer	Victory.mra	Victory	victorycb	victoryc	0220	galaxian	1982	Bootleg
Arcade-Galaxian_MiSTer	War of the Bugs.mra	War of the Bugs	warofbug	warofbug	0220	galaxian	1981	Armenia
Arcade-Galivan_MiSTer	Cosmo Police Galivan (12-26-1985).mra	Cosmo Police Galivan (12/26/1985)	galivan		0246	galivan	1985	Nichibutsu
Arcade-Galivan_MiSTer	Ufo Robo Dangar (4-07-1987).mra	Ufo Robo Dangar (4/07/1987)	dangar		0246	galivan	1985	Nichibutsu
Arcade-Gaplus_MiSTer	Galaga 3 - Gaplus (GP2 Rev B).mra	Gaplus	gaplus	gaplus	0220	gaplus	1984	Namco
Arcade-Gauntlet_MiSTer	Gauntlet (2 Players, German, rev 1).mra	Gauntlet	gauntlet2pg1	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (2 Players, German, rev 4).mra	Gauntlet	gauntlet2pg	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (2 Players, Japanese, rev 2).mra	Gauntlet	gauntlet2pj2	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (2 Players, Japanese, rev 5).mra	Gauntlet	gauntlet2pj	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (2 Players, rev 3).mra	Gauntlet	gauntlet2pr3	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (2 Players, rev 6).mra	Gauntlet	gauntlet2p	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (German, rev 10).mra	Gauntlet	gauntletg	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (German, rev 3).mra	Gauntlet	gauntletgr3	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (German, rev 6).mra	Gauntlet	gauntletgr6	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (German, rev 8).mra	Gauntlet	gauntletr8	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (Japanese, rev 12).mra	Gauntlet	gauntletj12	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (Japanese, rev 13).mra	Gauntlet	gauntletj	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (Spanish, rev 15).mra	Gauntlet	gauntlets	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 1).mra	Gauntlet	gauntletr1	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 14).mra	Gauntlet	gauntlet	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 2).mra	Gauntlet	gauntletr2	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 4).mra	Gauntlet	gauntletr4	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 5).mra	Gauntlet	gauntletr5	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 7).mra	Gauntlet	gauntletr7	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet (rev 9).mra	Gauntlet	gauntletr9	gauntlet	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet II (2 Players, German).mra	Gauntlet II	gaunt22pg	gaunt2	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet II (2 Players, rev 1).mra	Gauntlet II	gaunt22p1	gaunt2	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet II (2 Players, rev 2).mra	Gauntlet II	gaunt22p	gaunt2	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet II (German).mra	Gauntlet II	gaunt2g	gaunt2	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Gauntlet II.mra	Gauntlet II	gaunt2	gaunt3	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Vindicators Part II (rev 1).mra	Vindicators Part II	vindctr2r1	vindctr2	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Vindicators Part II (rev 2).mra	Vindicators Part II	vindctr2r2	vindctr2	0225	gauntlet	1985	Atari
Arcade-Gauntlet_MiSTer	Vindicators Part II (rev 3).mra	Vindicators Part II	vindctr2	vindctr2	0225	gauntlet	1985	Atari
Arcade-GnG_MiSTer	Ghosts'n Goblins.mra	Ghosts'n Goblins (World set 1)	gng		0220	gng	1985	Capcom
Arcade-GnG_MiSTer	Makai-Mura (Japan).mra	Makai-Mura (Japan)	makaimur		0220	gng	1985	Capcom
Arcade-GulfWarII_MiSTer	Gulf War II (set 1).mra	Gulf War II (set 1)	gulfwar2		0287	GulfWarII	1991	Comad
Arcade-GulfWarII_MiSTer	Gulf War II (set 2).mra	Gulf War II (set 2)	gulfwar2a		0287	GulfWarII	1991	Comad
Arcade-GundamSD_MiSTer	SD Gundam Psycho Salamander no Kyoui.mra	SD Gundam Psycho Salamander no Kyoui	sdgndmps		0264	SDGundamPS	1991	Banpresto / Bandai
Arcade-Gyruss_MiSTer	Gyruss.mra	Gyruss	gyruss	gyruss	0218	Gyruss	1983	Konami
Arcade-HeatedBarrel_MiSTer	Heated Barrel (Electronic Devices license).mra	Heated Barrel (Electronic Devices license)	heatbrle		0264	HeatedBarrel	1992	TAD Corporation (Electronic Devices license)
Arcade-HeatedBarrel_MiSTer	Heated Barrel (US).mra	Heated Barrel (US)	heatbrlu		0264	HeatedBarrel	1992	TAD Corporation
Arcade-HeatedBarrel_MiSTer	Heated Barrel (World old version).mra	Heated Barrel (World old version)	heatbrlo		0264	HeatedBarrel	1992	TAD Corporation
Arcade-HeatedBarrel_MiSTer	Heated Barrel (World version 2).mra	Heated Barrel (World version 2)	heatbrl2		0264	HeatedBarrel	1992	TAD Corporation
Arcade-HeatedBarrel_MiSTer	Heated Barrel (World version 3).mra	Heated Barrel (World version 3)	heatbrl		0264	HeatedBarrel	1992	TAD Corporation
Arcade-HeatedBarrel_MiSTer	Heated Barrel (World unknown version).mra	Heated Barrel (World version ?)	heatbrl3		0264	HeatedBarrel	1992	TAD Corporation
Arcade-IGSPGM_MiSTer	Chuugokuryuu 3 Special (Japan, ver. 100).mra	Chuugokuryuu 3 Special (Japan, ver. 100)	drgw3100		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Chuugokuryuu 3 Special (Japan, ver. 103).mra	Chuugokuryuu 3 Special (Japan, ver. 103)	drgw3103		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Chuugokuryuu Pretty Chance [Dragon World Pretty Chance] (V101, Japan).mra	Chuugokuryuu Pretty Chance [Dragon World Pretty Chance] (V101, Japan)	dwpc101j		277	IGSPGM		
Arcade-IGSPGM_MiSTer	Demon Front (ver. 102).mra	Demon Front (ver. 102)	dmnfrnt102		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Demon Front (ver. 103).mra	Demon Front (ver. 103)	dmnfrnt103		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Demon Front (ver. 105).mra	Demon Front (ver. 105)	dmnfrnt		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi - Feng Bao (China, ver. 100).mra	DoDonPachi - Feng Bao (China, ver. 100)	ddp2100c		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi - Feng Bao (China, ver. 101).mra	DoDonPachi - Feng Bao (China, ver. 101)	ddp2101c		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi - Feng Bao (China, ver. 102).mra	DoDonPachi - Feng Bao (China, ver. 102)	ddp2c		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi - Feng Bao (Taiwan, ver. 100).mra	DoDonPachi - Feng Bao (Taiwan, ver. 100)	ddp2100t		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi - Feng Bao (Taiwan, ver. 101).mra	DoDonPachi - Feng Bao (Taiwan, ver. 101)	ddp2101t		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi - Feng Bao (Taiwan, ver. 102).mra	DoDonPachi - Feng Bao (Taiwan, ver. 102)	ddp2t		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver).mra	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver)	ddpdojb		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V100).mra	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V100)	ddpdoja		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V101).mra	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V101)	ddpdoj		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver)	ddpdojblkb		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver., bootleg Knights of Valour Super Heroes conversion).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver., bootleg Knights of Valour Super Heroes conversion)	ddpdojblkbl		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer)	ddpdojblk		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older)	ddpdojblka		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II (Japan, ver. 100).mra	DoDonPachi II (Japan, ver. 100)	ddp2100j		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II (Japan, ver. 101).mra	DoDonPachi II (Japan, ver. 101)	ddp2101j		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II (Japan, ver. 102).mra	DoDonPachi II (Japan, ver. 102)	ddp2j		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Bee Storm (Korea, ver. 100).mra	DoDonPachi II - Bee Storm (Korea, ver. 100)	ddp2100k		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Bee Storm (Korea, ver. 101).mra	DoDonPachi II - Bee Storm (Korea, ver. 101)	ddp2101k		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Bee Storm (Korea, ver. 102).mra	DoDonPachi II - Bee Storm (Korea, ver. 102)	ddp2k		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Bee Storm (World, ver. 100).mra	DoDonPachi II - Bee Storm (World, ver. 100)	ddp2100		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Bee Storm (World, ver. 101).mra	DoDonPachi II - Bee Storm (World, ver. 101)	ddp2101		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Bee Storm (World, ver. 102).mra	DoDonPachi II - Bee Storm (World, ver. 102)	ddp2		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Fung Bou (Hong Kong, ver. 100).mra	DoDonPachi II - Fung Bou (Hong Kong, ver. 100)	ddp2100hk		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Fung Bou (Hong Kong, ver. 101).mra	DoDonPachi II - Fung Bou (Hong Kong, ver. 101)	ddp2101hk		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi II - Fung Bou (Hong Kong, ver. 102).mra	DoDonPachi II - Fung Bou (Hong Kong, ver. 102)	ddp2hk		288	IGSPGM		
Arcade-IGSPGM_MiSTer	DoDonPachi III (World, 2002.05.15 Master Ver).mra	DoDonPachi III (World, 2002.05.15 Master Ver)	ddp3		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Dragon World 2001 (ver. 100, Japan).mra	Dragon World 2001 (ver. 100, Japan)	dw2001		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Dragon World 3 (ver. 105).mra	Dragon World 3 (ver. 105)	drgw3105		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Dragon World 3 (ver. 106).mra	Dragon World 3 (ver. 106)	drgw3		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Dragon World 3 EX (ver. 100).mra	Dragon World 3 EX (ver. 100)	dwex		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Dragon World 3 EX (ver. 101CN).mra	Dragon World 3 EX (ver. 101CN)	dwex101cn		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Dragon World Pretty Chance (ver. 110, China).mra	Dragon World Pretty Chance (ver. 110, China)	dwpc		277	IGSPGM		
Arcade-IGSPGM_MiSTer	Espgaluda (2003.10.15 Master Ver).mra	Espgaluda (2003.10.15 Master Ver)	espgal		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Espgaluda (2003.10.15 Master Ver, bootleg cartridge conversion).mra	Espgaluda (2003/10/15 Master Ver, bootleg cartridge conversion)	espgalbl		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Happy 6-in-1 (M68K V100, ARM V100CN).mra	Happy 6-in-1 (M68K V100, ARM V100CN)	happy6100cn		277	IGSPGM		
Arcade-IGSPGM_MiSTer	Happy 6-in-1 (M68K V100, ARM V101CN).mra	Happy 6-in-1 (M68K V100, ARM V101CN)	happy6101		277	IGSPGM		
Arcade-IGSPGM_MiSTer	Happy 6-in-1 (M68K V100HK, ARM V100HK).mra	Happy 6-in-1 (M68K V100HK, ARM V100HK)	happy6100hk		277	IGSPGM		
Arcade-IGSPGM_MiSTer	Happy 6-in-1 (M68K V101, ARM V102CN).mra	Happy 6-in-1 (M68K V101, ARM V102CN)	happy6		277	IGSPGM		
Arcade-IGSPGM_MiSTer	Ketsui - Kizuna Jigoku Tachi (2003.01.01 Master Ver).mra	Ketsui - Kizuna Jigoku Tachi (2003.01.01 Master Ver)	ketb		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Ketsui - Kizuna Jigoku Tachi (2003.01.01 Master Ver.).mra	Ketsui - Kizuna Jigoku Tachi (2003.01.01 Master Ver.)	keta		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Ketsui - Kizuna Jigoku Tachi (2003.01.01. Master Ver.).mra	Ketsui - Kizuna Jigoku Tachi (2003.01.01. Master Ver.)	ket		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Ketsui - Kizuna Jigoku Tachi (2003.01.01. Master Ver.) (alt ROM fill).mra	Ketsui - Kizuna Jigoku Tachi (2003.01.01. Master Ver.) (alt ROM fill)	ket1		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Ketsui - Kizuna Jigoku Tachi (2012.04.17 ARRANGE VER) (hack).mra	Ketsui - Kizuna Jigoku Tachi (2012.04.17 ARRANGE VER) (hack)	ketarr10		288	IGSPGM		
Arcade-IGSPGM_MiSTer	Ketsui - Kizuna Jigoku Tachi (2012.04.17 FAST. VER) (hack).mra	Ketsui - Kizuna Jigoku Tachi (2012.04.17 FAST. VER) (hack)	ketarrf		288	IGSPGM		
