alt_folder	mra_file	name	setname	parent	mameversion	rbf	year	manufacturer
_In The Hunt	In The Hunt (US).mra	In The Hunt (US)	inthuntu	inthunt	0245	IremM92	1993	Irem
_In The Hunt	Kaitei Daisensou (Japan).mra	Kaitei Daisensou (Japan)	kaiteids	inthunt	0245	IremM92	1993	Irem
_Iron Horse	Dai Ressya Goutou (JP, Ver. K).mra	Dai Ressya Goutou	dairesya	ironhors	0224	IronHorse	1986	Konami
_Iron Horse	Iron Horse (Ver. H) [bl].mra	Iron Horse	ironhorsbl	ironhors	0224	IronHorse	1986	Konami
_Iron Horse	Iron Horse (Ver. H).mra	Iron Horse	ironhorsh	ironhors	0224	IronHorse	1986	Konami
_Jackal	Jackal (W) [bl].mra	Jackal	jackalbl	jackal	0224	Jackal	1986	Konami
_Jackal	Jackal (W, Rotary).mra	Jackal	jackalr	jackal	0224	Jackal	1986	Konami
_Jackal	Tokushu Butai Jackal (JP).mra	Tokushu Butai Jackal	jackalj	jackal	0224	Jackal	1986	Konami
_Jackal	Top Gunner (US) [bl].mra	Top Gunner	topgunbl	jackal	0224	Jackal	1986	Konami
_Jackal	Top Gunner (US).mra	Top Gunner	topgunr	jackal	0224	Jackal	1986	Konami
_Jailbreak	Manhattan 24 Bunsyo (J).mra	Manhattan 24 Bunsyo	manhatan	jailbrek	0224	Jailbreak	1986	Konami
