alt_folder	mra_file	name	setname	parent	mameversion	rbf	year	manufacturer
_Crazy Kong	Crazy Kong Part II (Set 2) HBMame.mra	Crazy Kong Part II	ckong3a	ckong3	0218	crazykong	1981	Falcon
_Crazy Kong	Crazy Kong Part II (bootleg).mra	Crazy Kong Part II	ckongpt2b2	ckongpt2	0218	crazykong	1981	Falcon
_Crazy Kong	Crazy Kong Part II (set 2).mra	Crazy Kong Part II	ckongpt2a	ckongpt2	0218	crazykong	1981	Falcon
_Crazy Kong	Crazy Kong Part II -1 - HBMame.mra	Crazy Kong Part II	ckonga2	ckong	0217	crazykong	1981	Falcon
_Crazy Kong	Crazy Kong Part II -2 - HBMame.mra	Crazy Kong Part II -2 - HBMame	ckonga3		0217	crazykong	1981	bootleg
_Crazy Kong	Donkey Kong (Spanish Crazy Kong bootleg).mra	Donkey Kong (Spanish Crazy Kong bootleg)	ckongdks		0224	CrazyKong	1981	bootleg
_Crazy Kong Part II	Crazy Kong Part II (alternative levels).mra	Crazy Kong Part II (alternative levels)	ckongpt2b	ckongpt2	0224	crazykong	1981	bootleg
_Darius	Darius (Japan).mra	Darius (Japan)	dariuso		0264	Darius	1986	Taito Corporation
_Darius	Darius (Japan, rev 1).mra	Darius (Japan, rev 1)	dariusj		0264	Darius	1986	Taito Corporation
_Darius	Darius (US).mra	Darius (US)	dariusu		0264	Darius	1987	Taito America Corporation
_Darius	Darius Extra Version (Japan).mra	Darius Extra Version (Japan)	dariuse		0264	Darius	1986	Taito Corporation
_Darius II	Darius II (Japan, dual screen, rev 1).mra	Darius II (Japan, dual screen, rev 1)	darius2do		0264	Darius2WarriorBlade	1989	Taito Corporation
_Darius II	Darius II (Japan, dual screen, rev 2).mra	Darius II (Japan, dual screen, rev 2)	darius2d		0264	Darius2WarriorBlade	1989	Taito Corporation
_Darius II	Sagaia (World, dual screen).mra	Sagaia (World, dual screen)	sagaia		0264	Darius2WarriorBlade	1989	Taito Corporation
_Dark Planet	Dark Planet (bkg).mra	Dark Planet	darkplnt	darkplnt	0209	scramble	1982	Stern
_Dead Connection	Dead Connection (Japan).mra	Dead Connection (Japan)	deadconxj	deadconx	277	TaitoF2	1992	Taito Corporation
_Decathlete	Decathlete (JUET 960424 V1.000).mra		decathlto		277	ST-V	1996	Sega
_Demon Front	Demon Front (ver. 102).mra	Demon Front (ver. 102)	dmnfrnt102		288	IGSPGM		
_Demon Front	Demon Front (ver. 103).mra	Demon Front (ver. 103)	dmnfrnt103		288	IGSPGM		
_Die Hard Arcade	Dynamite Deka (J 960515 V1.000).mra		dnmtdeka		277	ST-V	1996	Sega
_Dig Dug	Dig Dug (Atari, rev 1).mra	Dig Dug	digdugat1	digdug	0218	digdug	1982	Namco
_Dig Dug	Dig Dug (Atari, rev 2).mra	Dig Dug	digdugat	digdug	0218	digdug	1982	Namco
_Dig Dug	Dig Dug (manufactured by Sidam).mra	Dig Dug	digsid	digdug	0218	digdug	1982	Namco
_Dig Dug	Dig Dug (rev 1).mra	Dig Dug	digdug1	digdug	0218	digdug	1982	Namco
_Dig Dug II	Dig Dug II (Old Ver.).mra	Dig Dug II	digdug2o	digdug2	0218	druaga	1985	Namco
_Dino Rex	Dino Rex (Japan).mra	Dino Rex (Japan)	dinorexj	dinorex	277	TaitoF2	1992	Taito Corporation
_Dino Rex	Dino Rex (US).mra	Dino Rex (US)	dinorexu	dinorex	277	TaitoF2	1992	Taito America Corporation
_Discs of Tron	Discs of Tron (Upright alternate).mra	Discs of Tron	dotrona	dotron	0218	mcr3	1983	Bally
_DoDonPachi	DoDonPachi (Arrange).mra	DoDonPachi (20120212 Arrange Ver. 1.1)	ddonpacha		0226	cave	2012	Hack (trap15)
_DoDonPachi	DoDonPachi (Japan).mra	DoDonPachi (Japan)	ddonpachj		0226	cave	1997	CAVE
_DoDonPachi	DoDonPachi Trainer (Japan).mra	DoDonPachi Trainer (Japan)	ddonpachjt		0226	cave	1997	CAVE
_DoDonPachi II - Bee Storm	DoDonPachi - Feng Bao (China, ver. 100).mra	DoDonPachi - Feng Bao (China, ver. 100)	ddp2100c		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi - Feng Bao (China, ver. 101).mra	DoDonPachi - Feng Bao (China, ver. 101)	ddp2101c		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi - Feng Bao (China, ver. 102).mra	DoDonPachi - Feng Bao (China, ver. 102)	ddp2c		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi - Feng Bao (Taiwan, ver. 100).mra	DoDonPachi - Feng Bao (Taiwan, ver. 100)	ddp2100t		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi - Feng Bao (Taiwan, ver. 101).mra	DoDonPachi - Feng Bao (Taiwan, ver. 101)	ddp2101t		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi - Feng Bao (Taiwan, ver. 102).mra	DoDonPachi - Feng Bao (Taiwan, ver. 102)	ddp2t		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II (Japan, ver. 100).mra	DoDonPachi II (Japan, ver. 100)	ddp2100j		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II (Japan, ver. 101).mra	DoDonPachi II (Japan, ver. 101)	ddp2101j		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II (Japan, ver. 102).mra	DoDonPachi II (Japan, ver. 102)	ddp2j		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Bee Storm (Korea, ver. 100).mra	DoDonPachi II - Bee Storm (Korea, ver. 100)	ddp2100k		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Bee Storm (Korea, ver. 101).mra	DoDonPachi II - Bee Storm (Korea, ver. 101)	ddp2101k		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Bee Storm (Korea, ver. 102).mra	DoDonPachi II - Bee Storm (Korea, ver. 102)	ddp2k		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Bee Storm (World, ver. 100).mra	DoDonPachi II - Bee Storm (World, ver. 100)	ddp2100		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Bee Storm (World, ver. 101).mra	DoDonPachi II - Bee Storm (World, ver. 101)	ddp2101		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Fung Bou (Hong Kong, ver. 100).mra	DoDonPachi II - Fung Bou (Hong Kong, ver. 100)	ddp2100hk		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Fung Bou (Hong Kong, ver. 101).mra	DoDonPachi II - Fung Bou (Hong Kong, ver. 101)	ddp2101hk		288	IGSPGM		
_DoDonPachi II - Bee Storm	DoDonPachi II - Fung Bou (Hong Kong, ver. 102).mra	DoDonPachi II - Fung Bou (Hong Kong, ver. 102)	ddp2hk		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver).mra	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05 Master Ver)	ddpdojb		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V100).mra	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V100)	ddpdoja		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V101).mra	DoDonPachi Dai-Ou-Jou (Japan, 2002.04.05.Master Ver, 68k Label V101)	ddpdoj		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver)	ddpdojblkb		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver., bootleg Knights of Valour Super Heroes conversion).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07 Black Ver., bootleg Knights of Valour Super Heroes conversion)	ddpdojblkbl		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, newer)	ddpdojblk		288	IGSPGM		
_DoDonPachi III	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older).mra	DoDonPachi Dai-Ou-Jou Black Label (Japan, 2002.10.07.Black Ver, older)	ddpdojblka		288	IGSPGM		
_Don Doko Don	Don Doko Don (Japan, rev 1).mra	Don Doko Don (Japan, rev 1)	dondokodj	dondokod	277	TaitoF2	1989	Taito Corporation
_Don Doko Don	Don Doko Don (US, rev 1).mra	Don Doko Don (US, rev 1)	dondokodu	dondokod	277	TaitoF2	1989	Taito America Corporation
_DonPachi	DonPachi (Hong Kong).mra	DonPachi (Hong Kong)	donpachihk		0226	cave	1995	CAVE
_DonPachi	DonPachi (Japan).mra	DonPachi (Japan)	donpachij		0226	cave	1995	CAVE
_DonPachi	DonPachi (Japan, Satsuei version).mra	DonPachi (Japan, Satsuei version)	donpachijs		0226	cave	1995	CAVE
_DonPachi	DonPachi (Korea).mra	DonPachi (Korea)	donpachikr		0226	cave	1995	CAVE
_Donkey Kong	Donkey Kong (2 marios) - HBMame.mra	Donkey Kong	dkong2m	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (2600 graphics) - HBMame.mra	Donkey Kong	kong2600	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (Japan set 1).mra	Donkey Kong	dkongj	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (Japan set 2).mra	Donkey Kong	dkongjo	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (Japan set 3).mra	Donkey Kong	dkongjo1	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (Pacman graphics) - HBMame.mra	Donkey Kong	dkongpac	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (Spanish, Crazy Kong) [bl].mra	Donkey Kong	ckongdks	ckong	0224	crazykong	1981	Nintendo
_Donkey Kong	Donkey Kong (US set 1 with barrel control coloring) - HBMame.mra	Donkey Kong	dkongbcc	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (US set 2).mra	Donkey Kong	dkongo	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (hard kit).mra	Donkey Kong	dkonghrd	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong (patched) - HBMame.mra	Donkey Kong	dkongp	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Pauline Edition Rev 5 (2013-04-22).mra	Donkey Kong	dkongpe	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Remix demo 1.8 - HBMame.mra	Donkey Kong	dkrdemo	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong 3 [bl].mra	Donkey Kong 3	dkong3b	dkong3	0217	donkeykong	1984	Bootleg
_Donkey Kong	Donkey Kong Foundry (hack).mra	Donkey Kong Foundry	dkongf	dkong	0218	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Foundry - HBMame.mra	Donkey Kong Foundry	dkongex	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Freerun Edition - HBMame.mra	Donkey Kong Freerun Edition	dkfreerun	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Pace - HBMame.mra	Donkey Kong Pace	dkpace	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Reverse - HBMame.mra	Donkey Kong Reverse	dkongrev	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Donkey Kong Trainer 1.01 - HBMame.mra	Donkey Kong Trainer	dktrainer	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Naked Donkey Kong - HBMame.mra	Naked Donkey Kong	nadkong	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong	Rainbow Donkey Kong - HBMame.mra	Rainbow Donkey Kong	dkrainbow	dkong	0217	donkeykong	1981	Nintendo
_Donkey Kong 3	Donkey Kong 3 (Japan).mra	Donkey Kong 3	dkong3j	dkong3	0220	donkeykong3	1983	Nintendo
_Donkey Kong Junior	Donkey Kong Jr. (Japan).mra	Donkey Kong Jr. (Japan)	dkongjrj	dkongjr	0217	donkeykongjunior	1982	Nintendo
_Dorodon	Dorodon (set 2).mra	Dorodon	dorodon2	dorodon	0218	dorodon	1982	UPL
_Dottori-Kun	Dottori-Kun (old).mra	Dottori-Kun	dotrikun2		0225	DottoriKun	1990	Sega
_Dottori-Kun	Dottori-Man Jr.mra	Dottori-Man Jr	dotriman		0225	DottoriKun	2016	Chris Covell
_Dragon World 3	Chuugokuryuu 3 Special (Japan, ver. 100).mra	Chuugokuryuu 3 Special (Japan, ver. 100)	drgw3100		288	IGSPGM		
_Dragon World 3	Chuugokuryuu 3 Special (Japan, ver. 103).mra	Chuugokuryuu 3 Special (Japan, ver. 103)	drgw3103		288	IGSPGM		
_Dragon World 3	Dragon World 3 (ver. 105).mra	Dragon World 3 (ver. 105)	drgw3105		288	IGSPGM		
_Dragon World 3 EX	Dragon World 3 EX (ver. 101CN).mra	Dragon World 3 EX (ver. 101CN)	dwex101cn		288	IGSPGM		
_Dream Soccer '94	Dream Soccer '94 (Japan, M92 hardware).mra	Dream Soccer '94 (Japan, M92 hardware)	dsoccr94j	dsoccr94	0245	IremM92	1994	Irem
_Dream Soccer '94	Dream Soccer '94 (Korea, M107 hardware).mra	Dream Soccer '94 (Korea, M107 hardware)	dsoccr94k		0245	IremM107	1994	Irem
_Drift Out	Drift Out (Europe, Cameltry conversion).mra	Drift Out (Europe, Cameltry conversion)	driftoutct	driftout	277	TaitoF2	1991	Visco
_Drift Out	Drift Out (Japan).mra	Drift Out (Japan)	driftoutj	driftout	277	TaitoF2	1991	Visco
_ESP Ra.De	ESP Ra.De. (Free Play).mra	ESP Ra.De.	esprade_fp		0226	cave	1998	CAVE
_ESP Ra.De	ESP Ra.De. (Japan Free Play).mra	ESP Ra.De. (Japan)	espradej_fp		0226	cave	1998	CAVE
_ESP Ra.De	ESP Ra.De. (Japan).mra	ESP Ra.De. (Japan)	espradej		0226	cave	1998	CAVE
_ESP Ra.De	ESP Ra.De. (Japan, 1998 4_14 Master Ver.).mra	ESP Ra.De. (Japan, 1998 4/14 Master Ver.)	espradejo		0226	cave	1998	CAVE
_Espgaluda	Espgaluda (2003.10.15 Master Ver, bootleg cartridge conversion).mra	Espgaluda (2003/10/15 Master Ver, bootleg cartridge conversion)	espgalbl		288	IGSPGM		
_Euro Champ '92	Euro Champ '92 (Japan).mra	Euro Champ '92 (Japan)	euroch92j	euroch92	277	TaitoF2	1992	Taito Corporation Japan
_Eyes	Eyes (Italy).mra	Eyes	eyeszac	eyes	0218	pacman	1982	Techstar
_Eyes	Eyes (US set 2).mra	Eyes	eyes2	eyes	0218	pacman	1982	Techstar
_Fever SOS	Dangun Feveron.mra	Dangun Feveron	dfeveron		0226	cave	1998	CAVE
_Final Blow	Final Blow (Japan).mra	Final Blow (Japan)	finalbj	finalb	277	TaitoF2	1988	Taito Corporation
_Final Blow	Final Blow (US, rev 1).mra	Final Blow (US, rev 1)	finalbu	finalb	277	TaitoF2	1988	Taito America Corporation
_Final Fight Revenge	Final Fight Revenge - Final Revenge (JUET 990714 V1.000).mra		ffrevng10		277	ST-V	1999	Capcom
_Finalizer - Super Transformation	Finalizer - Super Transformation (Set 2) [bl].mra	Finalizer: Super Transformation	finalizrb	finalizr	0240	Finalizer	1986	Konami
_Finalizer - Super Transformation	Finalizer - Super Transformation (Set 2).mra	Finalizer: Super Transformation	finalizra	finalizr	0240	Finalizer	1985	Konami
_Food Fight	Food Fight (cocktail).mra	Food Fight	foodfc	foodf	0218	foodfight	1982	General Computer Corporation
_Food Fight	Food Fight (rev 1).mra	Food Fight	foodf1	foodf	0218	foodfight	1982	General Computer Corporation
_Food Fight	Food Fight (rev 2).mra	Food Fight	foodf2	foodf	0218	foodfight	1982	General Computer Corporation
_Football Champ	Hat Trick Hero (Japan).mra	Hat Trick Hero (Japan)	htheroj	footchmp	277	TaitoF2	1990	Taito Corporation
_Football Champ	Hat Trick Hero (US).mra	Hat Trick Hero (US)	htherou	footchmp	277	TaitoF2	1990	Taito Corporation
_Frogger	Frogger (Sega, Set 2).mra	Frogger	froggers2	frogger	0216	scramble	1981	Konami
_Frogger	Trukker - HBMame.mra	Trukker	trukker		0217	scramble	1999	Grimlick
_Galaga	Galaga (Midway set 1 with fast shoot hack).mra	Galaga	galagamf	galaga	0218	galaga	1981	Namco
_Galaga	Galaga (Namco rev. B).mra	Galaga	galaga	galaga	0229	galaga	1981	Namco
_Galaga	Galaga (fast shoot) - HBMame.mra	Galaga	galagads	galaga	0217	galaga	1981	Namco
_Galaga	Galaga (Namco).mra	Galaga (Namco)	galagao	galaga	0229	galaga	1981	Namco
_Galaga	Galaga (Enduring Freedom) - HBMame.mra	Galaga - Enduring Freedom	galagaef	galaga	0217	galaga	2000	Namco
_Galaga	Galaga Ghost (Set 1) - HBMame.mra	Galaga Ghost	galagost	galaga	0217	galaga	1981	Namco
_Galaga	Galaga Ghost (Set 2 - 2002-11-28) - HBMame.mra	Galaga Ghost	galagosb	galaga	0217	galaga	1981	Namco
_Galaga	Galagalaxian - HBMame.mra	Galagalaxian	galgaxin	galaga	0217	galaga	1998	Namco
_Galaga	Galapede (Fast Shoot) - HBMame.mra	Galapede	galaped	galaga	0217	galaga	1998	Namco
_Galaga	Gatsbee.mra	Gatsbee	gatsbee	galaga	0220	galaga	1984	hack (Uchida)
_Galaga	Vector Galaga - HBMame.mra	Vector Galaga	vgalaga	galaga	0217	galaga	1981	Namco
_Galaga	Vector Galaga Fast Shoot - HBMame.mra	Vector Galaga	vgalagaf	galaga	0217	galaga	1981	Namco
_Galaga	Vector Galaga Midway - HBMame.mra	Vector Galaga	vgalagam	galaga	0217	galaga	1981	Namco
_Galaxian	Andromeda - HBMame.mra	Andromeda	andromd	andromd	0217	galaxian	1979	hack
_Galaxian	Astrians (clone of Swarm).mra	Astrians	astrians	swarm	0218	galaxian	1980	BGV Ltd.
_Galaxian	Galaxian (Bug sprites) - HBMame.mra	Galaxian	buglaxn	galaxian	0217	galaxian	1979	Namco
_Galaxian	Galaxian (Edition Hack) - HBMame.mra	Galaxian	galaxiabh	galaxian	0217	galaxian	1979	Namco
_Galaxian	Galaxian (Irem).mra	Galaxian	galaxiani	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (Kyoko) - HBMame.mra	Galaxian	galaxkyo	galaxian	0217	galaxian	1979	Namco
_Galaxian	Galaxian (Midway set 1).mra	Galaxian	galaxianm	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (Midway set 2).mra	Galaxian	galaxianmo	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (New Invasion) - HBMame.mra	Galaxian	galaxni	galaxian	0217	galaxian	1979	Namco
_Galaxian	Galaxian (Recreativos Franco S.A. Spanish bootleg).mra	Galaxian	galaxrf	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (Taito).mra	Galaxian	galaxiant	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (bootleg, set 1).mra	Galaxian	galaxbsf	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (bootleg, set 2).mra	Galaxian	galaxianbl	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (bootleg, set 3).mra	Galaxian	galaxbsf2	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian (bootleg, set 4).mra	Galaxian	galaxianbl2	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian Part 4 (hack).mra	Galaxian Part 4	galap4	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian Part X (moonaln hack).mra	Galaxian Part X	galapx	galaxian	0218	galaxian	1979	Namco
_Galaxian	Galaxian Turbo (superg hack).mra	Galaxian Turbo	galturbo	galaxian	0218	galaxian	1979	Namco
_Galaxian	Gaylaxian - HBMame.mra	Gaylaxian	gaylaxn	galaxian	0217	galaxian	1998	The Dog
_Galaxian	Kamakazi III (superg hack).mra	Kamakazi III	kamakazi3		0218	galaxian	1979	hack
_Galaxian	Moon Alien.mra	Moon Alien	moonaln		0218	galaxian	1979	Namco
_Galaxian	Star Fighter.mra	Star Fighter	starfght		0218	galaxian	1979	Jeutel
_Galaxian	Swarm (bootleg).mra	Swarm	swarm	swarm	0218	galaxian	1979	Subelectro
_Galaxian	Zero Time (Marti Colls).mra	Zero Time	zerotimemc	zerotime	0218	galaxian	1979	Marti Colls
_Galaxian	Zero Time (Petaco S.A.).mra	Zero Time	zerotime		0218	galaxian	1979	Petaco S.A.
_Gaplus	Galaga 3 (GP3 rev. C).mra	Galaga 3	galaga3a	gaplus	0218	gaplus	1984	Namco
_Gaplus	Galaga 3 (GP3).mra	Galaga 3	galaga3b	gaplus	0218	gaplus	1984	Namco
_Gaplus	Galaga 3 (set 4).mra	Galaga 3	galaga3c	gaplus	0218	gaplus	1984	Namco
_Gaplus	Galaga 3 (set 5).mra	Galaga 3	galaga3m	gaplus	0218	gaplus	1984	Namco
_Gaplus	Galaga 3 (GP3 rev. D).mra	Galaga 3 (GP3 rev. D)	galaga3		0218	gaplus	1984	Namco
_Gaplus	Gaplus (GP2).mra	Gaplus	gaplusa	gaplus	0218	gaplus	1984	Namco
_Gaplus	Gaplus (Tecfri PCB).mra	Gaplus	gaplust	gaplus	0218	gaplus	1992	Namco
_Gauntlet	Gauntlet (2 Players, German, rev 1).mra	Gauntlet	gauntlet2pg1	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (2 Players, German, rev 4).mra	Gauntlet	gauntlet2pg	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (2 Players, Japanese, rev 2).mra	Gauntlet	gauntlet2pj2	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (2 Players, Japanese, rev 5).mra	Gauntlet	gauntlet2pj	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (2 Players, rev 3).mra	Gauntlet	gauntlet2pr3	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (2 Players, rev 6).mra	Gauntlet	gauntlet2p	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (DE, Rev 8).mra	Gauntlet	gauntletr8	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (German, rev 10).mra	Gauntlet	gauntletg	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (German, rev 3).mra	Gauntlet	gauntletgr3	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (German, rev 6).mra	Gauntlet	gauntletgr6	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (Japanese, rev 12).mra	Gauntlet	gauntletj12	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (Japanese, rev 13).mra	Gauntlet	gauntletj	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (Spanish, rev 15).mra	Gauntlet	gauntlets	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (rev 1).mra	Gauntlet	gauntletr1	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (rev 2).mra	Gauntlet	gauntletr2	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (rev 4).mra	Gauntlet	gauntletr4	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (rev 5).mra	Gauntlet	gauntletr5	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (rev 7).mra	Gauntlet	gauntletr7	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (rev 9).mra	Gauntlet	gauntletr9	gauntlet	0225	gauntlet	1985	Atari
_Gauntlet	Gauntlet (German, rev 8).mra	Gauntlet (German, rev 8)	gauntletgr8		0225	gauntlet	1985	Atari Games
_Gauntlet II	Gauntlet II (2 Players, German).mra	Gauntlet II	gaunt22pg	gaunt2	0225	gauntlet	1985	Atari
_Gauntlet II	Gauntlet II (2 Players, rev 1).mra	Gauntlet II	gaunt22p1	gaunt2	0225	gauntlet	1985	Atari
_Gauntlet II	Gauntlet II (2 Players, rev 2).mra	Gauntlet II	gaunt22p	gaunt2	0225	gauntlet	1985	Atari
_Gauntlet II	Gauntlet II (German).mra	Gauntlet II	gaunt2g	gaunt2	0225	gauntlet	1985	Atari
_Gogetsuji Legends	Gouketsuji Gaiden - Saikyou Densetsu (Japan, Ver. 95.06.20).mra	Gouketsuji Gaiden - Saikyou Densetsu (Japan, Ver. 95.06.20)	plegendsj		0275	cave	1995	Atlus
_Gorf	Gorf (Program 1).mra	Gorf	gorf	gorf	0219	astrocade	1981	Dave Nutting Associates
_Green Beret	Rush'n Attack (US).mra	Rush'n Attack	rushatck	rushatck	0218	rshnatk	1985	Konami
_Grobda	Grobda (Old Ver. set 1).mra	Grobda	grobda2	grobda	0229	druaga	1984	Namco
_Grobda	Grobda (Old Ver. set 2).mra	Grobda	grobda3	grobda	0229	druaga	1984	Namco
_Growl	Growl (US).mra	Growl (US)	growlu	growl	277	TaitoF2	1990	Taito America Corporation
_Growl	Growl (World).mra	Growl (World)	growla	growl	277	TaitoF2	1990	Taito Corporation Japan
_Growl	Growl (World, prototype).mra	Growl (World, prototype)	growlp	growl	277	TaitoF2	1990	Taito Corporation Japan
_Growl	Runark (Japan).mra	Runark (Japan)	runark	growl	277	TaitoF2	1990	Taito Corporation
_Gulf War II	Gulf War II (set 2).mra	Gulf War II (set 2)	gulfwar2a		0287	GulfWarII	1991	Comad
_Gun Force II	Geo Storm (Japan).mra	Geo Storm (Japan)	geostorm	gunforc2	0245	IremM92	1994	Irem
_Gun Frontier	Gun Frontier (Japan).mra	Gun Frontier (Japan)	gunfrontj	gunfront	277	TaitoF2	1990	Taito Corporation
_Gunforce - Battle Fire Engulfed Terror Island	Gunforce - Battle Fire Engulfed Terror Island (Japan).mra	Gunforce - Battle Fire Engulfed Terror Island (Japan)	gunforcej	gunforce	0245	IremM92	1991	Irem
_Gunforce - Battle Fire Engulfed Terror Island	Gunforce - Battle Fire Engulfed Terror Island (USA).mra	Gunforce - Battle Fire Engulfed Terror Island (USA)	gunforceu	gunforce	0245	IremM92	1991	Irem
_Guwange	Guwange (Japan, 2000 7 7 Special Ver 1322).mra	Guwange (Japan, 2000 7/ 7 Special Ver 13:22)	guwanges		0226	cave	1999	CAVE
_Gyruss	Gyruss (Centuri).mra	Gyruss	gyrussce	gyruss	0218	gyruss	1983	Konami
_Gyruss	Gyruss [bl].mra	Gyruss	gyrussb	gyruss	0219	gyruss	1983	Konami
_Gyruss	Venus (Gyruss) [bl].mra	Venus	venus	gyruss	0219	gyruss	1983	Bootleg
_Hammerin' Harry	Daiku no Gensan (Japan, M72 hardware).mra	Daiku no Gensan (Japan, M72 hardware)	dkgensanm72	hharry	0240	IremM72	1990	Irem
_Hammerin' Harry	Daiku no Gensan (Japan, M84 hardware).mra	Daiku no Gensan (Japan, M84 hardware)	dkgensan	hharry	0247	IremM72	1990	Irem
_Hook	Hook (Japan).mra	Hook (Japan)	hookj	hook	0245	IremM92	1992	Irem
_Image Fight	Image Fight (Japan).mra	Image Fight (Japan)	imgfightj	imgfight	0245	IremM72	1988	Irem
